 property_id | neighborhood_id |   price    
        2553 |            2798 |  786514.28
        1692 |            2800 |  849416.69
         792 |            2802 | 1516855.61
        1540 |            2805 |     980754
         890 |            2806 | 1763658.14
        2384 |            2808 | 1412633.04
        1948 |            2810 | 1403143.79
         844 |            2811 | 1613734.34
         732 |            2817 |  297962.44
        1031 |            2818 |  963211.65
         487 |            2819 |  269678.11
         659 |            2822 |  342686.22
        1119 |            2823 | 1523440.78
         144 |            2824 |   195580.4
        1943 |            2826 |  474625.31
        2560 |            2827 | 1552744.25
         551 |            2830 |  558159.05
         126 |            2833 | 1982359.83
          82 |            2834 | 1571362.98
         498 |            2836 |  830573.56
        1047 |            2837 | 1214700.11
        1043 |            2838 |  342388.51
         723 |            2841 |  914910.19
          89 |            2845 |   911255.5
        2802 |            2846 | 1803335.56
         956 |            2847 | 1125649.35
        2755 |            2849 |  482447.71
           9 |            2851 | 1473069.73
        2237 |            2853 | 1869448.46
        2455 |            2854 | 1853919.78
        2717 |            2855 |  990924.23
        1084 |            2858 | 1566754.39
        1016 |            2859 |  110788.03
         774 |            2862 | 1588612.36
        1013 |            2863 |  103177.49
        1424 |            2864 | 1653260.89
         519 |            2868 | 1943381.77
        1192 |            2869 | 1350857.93
         269 |            2870 |  304689.18
        1475 |            2873 | 1521332.13
        1300 |            2874 |  985338.28
        2733 |            2875 | 1934888.87
        1519 |            2879 |  1176869.6
        1028 |            2882 | 1707415.81
         210 |            2886 | 1675894.61
         323 |            2887 | 1315042.89
        2248 |            2888 | 1433661.38
        2982 |            2889 |  924585.28
        2065 |            2892 | 1014803.62
        2552 |            2893 | 1667489.22
        2266 |            2894 | 1322766.23
        2402 |            2897 | 1649654.17
         934 |            2899 |  941254.22
        1223 |            2901 | 1259394.91
         806 |            2902 | 1062266.35
        2734 |            2904 | 1257515.11
        1376 |            2905 |  452940.64
        1295 |            2906 | 1213256.39
        1936 |            2907 | 1563096.38
        2382 |            2911 |  989379.86
        1928 |            2913 |  732001.66
        1301 |            2914 |  1109706.5
        1869 |            2917 |  1618951.6
        1578 |            2918 | 1764630.34
        2171 |            2924 |  675514.89
        1638 |            2926 | 1594852.79
        1213 |            2928 | 1638862.89
        1298 |            2929 | 1339095.08
        2720 |            2930 |  893740.69
         188 |            2931 |  271537.21
         421 |            2932 | 1856845.83
         845 |            2934 |  1302657.2
         964 |            2935 | 1556375.25
         644 |            2936 | 1661026.75
        2784 |            2937 |  1884832.2
         932 |            2938 |  1326147.2
        1537 |            2939 | 1107528.08
        2038 |            2940 | 1771042.28
        2617 |            2941 | 1194814.05
        1226 |            2942 | 1714815.07
        1857 |            2943 |  235123.66
         319 |            2945 |   92045.97
        1509 |            2947 | 1680584.66
         605 |            2948 | 1725775.09
        2514 |            2949 |  213161.13
        1146 |            2950 | 1044966.86
        2622 |            2953 |  147902.05
         169 |            2955 |  982898.76
        2329 |            2956 | 1675631.39
        2946 |            2957 | 1698139.05
        2422 |            2958 |   933470.3
        2071 |            2959 | 1889761.82
        2323 |            2960 |  185091.11
        1336 |            2961 |  1582766.5
        2692 |            2962 | 1687966.72
         704 |            2963 |  971941.98
        1079 |            2964 |  562837.43
        2747 |            2966 | 1386871.03
        1872 |            2968 | 1067191.51
          61 |            2971 | 1786809.78
        2525 |            2972 |  300277.81
        2063 |            2973 |  275549.29
        1434 |            2974 | 1192384.86
        2199 |            2975 | 1839270.42
         610 |            2978 | 1986489.55
        1354 |            2979 | 1433190.38
        1832 |            2980 | 1171867.78
        2049 |            2982 |  497684.72
         922 |            2983 | 1483691.24
        2417 |            2985 |  637938.71
        2106 |            2987 | 1078707.31
         456 |            2988 |   966708.2
         193 |            2989 |  162388.61
          34 |            2990 | 1389789.31
        2742 |            2991 | 1150593.27
         778 |            2992 | 1771158.82
        1179 |            2993 | 1658562.56
        1224 |            2994 | 1643364.74
         911 |            2996 | 1208936.39
        1655 |            2997 |  1536295.5
        2463 |            2998 | 1904214.65
(1873 rows)

