             name              | avg_price | price_rank 
 West Bethside Bay             |    718759 |       1334
 Victorhaven Bay               |    718720 |       1335
 Stevensonburgh Village        |    714405 |       1336
 Millerport Bay                |    714306 |       1337
 Lake Jamesport Gardens        |    713269 |       1338
 Judyburgh Ridge               |    712586 |       1339
 North Kimberlychester Estates |    711146 |       1340
 Sampsonfurt Park              |    711143 |       1341
 Doylebury Park                |    710837 |       1342
 Wadehaven Estates             |    709637 |       1343
 East Rebecca Gardens          |    709168 |       1344
 West Alexis Park              |    708844 |       1345
 Markmouth Park                |    708660 |       1346
 Anthonystad Village           |    708228 |       1347
 Rodneyside Estates            |    706868 |       1348
 Port Brian Estates            |    704823 |       1349
 Parkerchester Park            |    702369 |       1350
 South Shane Heights           |    701980 |       1351
 Deborahberg Heights           |    701969 |       1352
 Lewisburgh Gardens            |    701915 |       1353
 Williamburgh Gardens          |    701535 |       1354
 New Drewmouth Village         |    700645 |       1355
 New Sharonfort Gardens        |    699970 |       1356
 Port Richard Gardens          |    699615 |       1357
 Mccormickberg Park            |    697120 |       1358
 North Frank Bay               |    696879 |       1359
 New Jesus Estates             |    694510 |       1360
 Lake Ericaside Gardens        |    694097 |       1361
 Jennifershire Village         |    693994 |       1362
 Stevefort Ridge               |    693860 |       1363
 Nathanmouth Park              |    693600 |       1364
 West Lisa Bay                 |    692636 |       1365
 Lake Andrea Bay               |    692258 |       1366
 Jessicafort Heights           |    692179 |       1367
 Jonestown Estates             |    691214 |       1368
 Hallville Ridge               |    691019 |       1369
 West Patricialand Village     |    690578 |       1370
 Foxview Bay                   |    688395 |       1371
 Prestonland Heights           |    687305 |       1372
 New Debbie Heights            |    686944 |       1373
 Jamieburgh Estates            |    686853 |       1374
 Hamiltonbury Village          |    686784 |       1375
 New Joshuafurt Village        |    682786 |       1376
 Edwardmouth Heights           |    682482 |       1377
 Zacharystad Heights           |    681074 |       1378
 Lake John Heights             |    680907 |       1379
 Taylorberg Village            |    680316 |       1380
 Lake Alyssaberg Heights       |    678901 |       1381
 Judychester Ridge             |    678470 |       1382
 Lake Markmouth Bay            |    677674 |       1383
 West Audrey Bay               |    677533 |       1384
 Thomasborough Ridge           |    677474 |       1385
 Wuburgh Ridge                 |    677344 |       1386
 Marcusborough Ridge           |    677281 |       1387
 Ashleyport Heights            |    677124 |       1388
 North Jessica Park            |    676040 |       1389
 South Bradyfort Ridge         |    675536 |       1390
 North Matthew Village         |    675515 |       1391
 North Williamville Gardens    |    674471 |       1392
 East Jodiport Village         |    673656 |       1393
 Daniellebury Village          |    671988 |       1394
 Reedshire Park                |    670830 |       1395
 North Calebstad Village       |    670641 |       1396
 Port Julieland Estates        |    667419 |       1397
 East Jennifer Heights         |    665876 |       1398
 Jessicahaven Ridge            |    665008 |       1399
 Wisemouth Village             |    664216 |       1400
 Rodriguezchester Estates      |    664008 |       1401
 Debbiechester Bay             |    662955 |       1402
 South Anna Heights            |    662715 |       1403
 East Darlene Estates          |    660110 |       1404
 Lake Theresa Estates          |    659876 |       1405
 Williamsborough Village       |    659498 |       1406
 Sanfordmouth Ridge            |    659492 |       1407
 East Heather Park             |    659198 |       1408
 Jamesfort Park                |    658958 |       1409
 New Thomas Heights            |    658426 |       1410
 Russellberg Bay               |    657307 |       1411
 Seanland Bay                  |    656387 |       1412
 North Patrick Bay             |    652370 |       1413
 Lake Renee Ridge              |    648788 |       1414
 Ramosfort Village             |    647950 |       1415
 South Lauren Park             |    647020 |       1416
 South Joshua Park             |    646259 |       1417
 Donnaview Gardens             |    644217 |       1418
 Stephaniemouth Village        |    644101 |       1419
 Lopezborough Heights          |    642247 |       1420
 East Patricia Heights         |    642016 |       1421
 Ashleyberg Heights            |    641998 |       1422
 Port Sheila Estates           |    641952 |       1423
 West Mariemouth Gardens       |    641646 |       1424
 Port Brandonchester Heights   |    641429 |       1425
 Darlenefort Ridge             |    640674 |       1426
 South Richard Village         |    637879 |       1427
 Rodgersside Heights           |    637479 |       1428
 Cathyfurt Village             |    635395 |       1429
 East Nicholas Gardens         |    632929 |       1430
 Port Bruce Bay                |    632063 |       1431
 Stephensonhaven Ridge         |    631105 |       1432
 East William Estates          |    630309 |       1433
 West Keith Gardens            |    628229 |       1434
 Perezville Estates            |    628034 |       1435
 West Marissa Village          |    627164 |       1436
 Angelfort Ridge               |    624849 |       1437
 Lake Kayla Village            |    622509 |       1438
 New Stevenside Ridge          |    621143 |       1439
 Tylermouth Bay                |    619994 |       1440
 Port Jenniferfort Heights     |    618457 |       1441
 Villegastown Heights          |    617906 |       1442
 New Melissa Gardens           |    615986 |       1443
 Heiditon Bay                  |    615022 |       1444
 Donberg Gardens               |    614890 |       1445
 Port Elizabethton Village     |    614716 |       1446
 New Williambury Ridge         |    613369 |       1447
 South Trevorberg Bay          |    613059 |       1448
 Port David Park               |    612362 |       1449
 Lake Jacqueline Gardens       |    608199 |       1450
 West Cory Park                |    607343 |       1451
 East Kimberlyport Gardens     |    606693 |       1452
 Millerburgh Bay               |    605917 |       1453
 Jenningsstad Village          |    605202 |       1454
 Bakermouth Bay                |    604034 |       1455
 Larsenchester Estates         |    604012 |       1456
 Lake Courtneychester Park     |    603709 |       1457
 Littletown Estates            |    603567 |       1458
 Tamarahaven Bay               |    601794 |       1459
 Christopherfurt Bay           |    601791 |       1460
 Pattersonmouth Village        |    600038 |       1461
 Davidhaven Park               |    598938 |       1462
 East Michaelhaven Ridge       |    598200 |       1463
 Thompsonmouth Estates         |    597561 |       1464
 East Gloriatown Village       |    597468 |       1465
 Lake Anthony Heights          |    597120 |       1466
 Dickersonborough Ridge        |    595499 |       1467
 Lake Joshua Ridge             |    595321 |       1468
 Ericshire Gardens             |    593536 |       1469
 West Janet Village            |    592086 |       1470
 North Loriberg Estates        |    589807 |       1471
 Robertburgh Ridge             |    588476 |       1472
 West Aaronport Bay            |    586306 |       1473
 Smithmouth Village            |    584183 |       1474
 Rodgersview Park              |    583837 |       1475
 Port Alexis Estates           |    583795 |       1476
 Lake Ronald Bay               |    582221 |       1477
 West Reneechester Village     |    582046 |       1478
 Stevensonview Ridge           |    581188 |       1479
 Joshuachester Ridge           |    580873 |       1480
 Jamesstad Gardens             |    580692 |       1481
 Watersstad Park               |    579608 |       1482
 Heatherview Estates           |    579456 |       1483
 Lake Joanna Village           |    579175 |       1484
 Collinsburgh Gardens          |    579094 |       1485
 West Dustinchester Bay        |    578392 |       1486
 Lake Tammystad Heights        |    578356 |       1487
 Douglashaven Ridge            |    577964 |       1488
 Sharpberg Heights             |    577232 |       1489
 Lake Blakeberg Park           |    576250 |       1490
 Thompsonville Heights         |    575604 |       1491
 West Luke Bay                 |    572592 |       1492
 Duncantown Ridge              |    571217 |       1493
 Lake Alexander Ridge          |    569150 |       1494
 East Josephton Bay            |    567993 |       1495
 New Josephland Gardens        |    567312 |       1496
 Port Morgan Ridge             |    565636 |       1497
 Jamiestad Village             |    562837 |       1498
 Jillshire Village             |    562778 |       1499
 Angelshire Park               |    562615 |       1500
 Allisonburgh Village          |    559012 |       1501
 New Robert Estates            |    558621 |       1502
 North Karen Ridge             |    558221 |       1503
 Martinezburgh Heights         |    558159 |       1504
 Scottport Heights             |    557972 |       1505
 Hooverbury Estates            |    557843 |       1506
 Lake Phillip Estates          |    556539 |       1507
 South Michaelton Village      |    553452 |       1508
 Lopezfurt Park                |    552959 |       1509
 Harpershire Ridge             |    551309 |       1510
 North Latoyaview Bay          |    551301 |       1511
 North Barry Heights           |    550960 |       1512
 South Michaelburgh Park       |    547715 |       1513
 West Jonathan Gardens         |    545251 |       1514
 Bakerhaven Heights            |    545183 |       1515
 New Jackiefort Estates        |    544398 |       1516
 Heathermouth Bay              |    543853 |       1517
 Estradastad Village           |    543490 |       1518
 Wrightland Gardens            |    537706 |       1519
 Lake Alison Bay               |    537387 |       1520
 Timothyburgh Heights          |    537377 |       1521
 Dianeville Estates            |    536450 |       1522
 East Paulview Heights         |    535447 |       1523
 Lake Edwardview Estates       |    534862 |       1524
 Anaton Estates                |    533197 |       1525
 New Shannon Village           |    531991 |       1526
 Port Kyle Gardens             |    531887 |       1527
 Rodriguezberg Park            |    531763 |       1528
 North Thomas Estates          |    530082 |       1529
 East Janetville Gardens       |    527785 |       1530
 Port Robertshire Heights      |    523154 |       1531
 West Danielleborough Gardens  |    520158 |       1532
 Hallton Gardens               |    517675 |       1533
 Caseyport Village             |    517670 |       1534
 Port Michael Ridge            |    517417 |       1535
 Vanessafort Bay               |    516908 |       1536
 Hallton Heights               |    515147 |       1537
 New Cody Village              |    513048 |       1538
 Aaronchester Ridge            |    510826 |       1539
 North Jamiemouth Park         |    510716 |       1540
 Janettown Gardens             |    509895 |       1541
 New Reginald Estates          |    509119 |       1542
 Port Judymouth Bay            |    508490 |       1543
 Thompsonland Heights          |    507498 |       1544
 Erinmouth Gardens             |    501488 |       1545
 New Sarah Ridge               |    500817 |       1546
 Port John Village             |    500230 |       1547
 Stephenshaven Heights         |    497764 |       1548
 Murphytown Bay                |    497685 |       1549
 South Michaelland Heights     |    496135 |       1550
 Popetown Heights              |    495817 |       1551
 Danielfurt Heights            |    490676 |       1552
 Clarktown Estates             |    490169 |       1553
 New Tammy Park                |    489696 |       1554
 North Betty Heights           |    487842 |       1555
 Blankenshipton Bay            |    485646 |       1556
 Barnetthaven Gardens          |    484191 |       1557
 Christopherchester Gardens    |    483388 |       1558
 West Michael Park             |    482710 |       1559
 Ryanville Gardens             |    482637 |       1560
 Millerside Ridge              |    482448 |       1561
 Moorehaven Gardens            |    481643 |       1562
 Bryanshire Estates            |    480562 |       1563
 New Michaeltown Estates       |    479728 |       1564
 Port Carrie Park              |    479372 |       1565
 Gregoryshire Bay              |    479192 |       1566
 South Sean Bay                |    478375 |       1567
 Lake Emily Park               |    478074 |       1568
 Patriciatown Gardens          |    477836 |       1569
 Richardsonfurt Gardens        |    477004 |       1570
 Hallville Estates             |    475413 |       1571
 South Jonathanchester Ridge   |    474625 |       1572
 Lake Nicole Gardens           |    473657 |       1573
 North Beverly Heights         |    473204 |       1574
 Barnesport Estates            |    473144 |       1575
 West Michaelborough Estates   |    472884 |       1576
 Lake Shelia Estates           |    472475 |       1577
 New Johnbury Bay              |    471577 |       1578
 Trevinotown Gardens           |    470095 |       1579
 Cortezview Estates            |    469943 |       1580
 Gregoryhaven Gardens          |    467297 |       1581
 Charlesborough Heights        |    467055 |       1582
 Katrinachester Park           |    460030 |       1583
 Lake Austin Gardens           |    459839 |       1584
 Tinafurt Ridge                |    458570 |       1585
 Henryport Estates             |    457576 |       1586
 East Elizabeth Village        |    457460 |       1587
 Port Paige Gardens            |    456177 |       1588
 Kathymouth Ridge              |    455848 |       1589
 New Adam Gardens              |    454334 |       1590
 West Adrian Village           |    454213 |       1591
 East Pennychester Gardens     |    454026 |       1592
 Port Michaelbury Ridge        |    453961 |       1593
 South Lauraside Gardens       |    453820 |       1594
 New Joshuamouth Estates       |    452941 |       1595
 Port Caitlin Village          |    452453 |       1596
 South Desiree Bay             |    452155 |       1597
 Port Tracey Village           |    451863 |       1598
 Lake Leslie Ridge             |    450765 |       1599
 Port Patriciabury Village     |    449454 |       1600
 West Paul Park                |    448850 |       1601
 Scottville Bay                |    446712 |       1602
 West Josephview Gardens       |    446105 |       1603
 North Josephton Village       |    444364 |       1604
 East Christopher Gardens      |    441092 |       1605
 Melissastad Ridge             |    439279 |       1606
 Emilychester Estates          |    438693 |       1607
 Leehaven Park                 |    434148 |       1608
 West Aaronfurt Park           |    433228 |       1609
 West Frankport Park           |    432448 |       1610
 Debraland Village             |    432034 |       1611
 Spencermouth Park             |    431985 |       1612
 North Anthonyland Gardens     |    431569 |       1613
 New Ronald Gardens            |    431511 |       1614
 Lake Anthonyton Bay           |    430342 |       1615
 Omarhaven Village             |    427758 |       1616
 Port Annachester Ridge        |    427080 |       1617
 South Sharon Gardens          |    426104 |       1618
 West Thomastown Gardens       |    426002 |       1619
 Sandraborough Bay             |    424810 |       1620
 Lake Kevinside Bay            |    424178 |       1621
 Andreafort Gardens            |    422149 |       1622
 Wendyland Village             |    421135 |       1623
 East Christina Bay            |    421110 |       1624
 South Paulaberg Heights       |    419447 |       1625
 Garyhaven Bay                 |    419063 |       1626
 Lake Nataliefort Gardens      |    417200 |       1627
 Robbinsview Gardens           |    416966 |       1628
 Baileyshire Ridge             |    415625 |       1629
 Alexandraside Estates         |    414812 |       1630
 Teresaburgh Heights           |    413720 |       1631
 East Heatherside Gardens      |    413461 |       1632
 Harveytown Gardens            |    412844 |       1633
 Tracyton Bay                  |    411440 |       1634
 Jessicaborough Park           |    411127 |       1635
 Fordview Estates              |    409849 |       1636
 New Johnmouth Heights         |    409513 |       1637
 Jayland Ridge                 |    408304 |       1638
 Moyertown Park                |    407956 |       1639
 Lake Jessicaland Heights      |    407801 |       1640
 Scotttown Park                |    407768 |       1641
 East Thomas Estates           |    407359 |       1642
 Evanstown Estates             |    404628 |       1643
 West Diane Gardens            |    404445 |       1644
 New Julie Estates             |    404211 |       1645
 Mayoville Village             |    403262 |       1646
 Michaelport Village           |    403165 |       1647
 Harrisport Heights            |    402793 |       1648
 West Davidbury Heights        |    398048 |       1649
 Port Marvin Heights           |    396351 |       1650
 Christopherport Village       |    395273 |       1651
 North Francisco Estates       |    394081 |       1652
 Port Ethan Gardens            |    393664 |       1653
 Port Kathrynview Gardens      |    393027 |       1654
 Mcintyreberg Bay              |    389561 |       1655
 West Justinland Estates       |    387325 |       1656
 East Jessica Heights          |    387241 |       1657
 Schultzchester Heights        |    386706 |       1658
 East Jeffrey Ridge            |    385653 |       1659
 North Amy Heights             |    384011 |       1660
 North Linda Estates           |    382751 |       1661
 Jasonport Park                |    382731 |       1662
 South Hectortown Ridge        |    380400 |       1663
 Matthewfort Park              |    375500 |       1664
 West Ashley Gardens           |    375455 |       1665
 South Jackborough Ridge       |    374798 |       1666
 Brownshire Ridge              |    374099 |       1667
 Bradleyside Ridge             |    374045 |       1668
 Nortonchester Park            |    372327 |       1669
 Hodgesside Ridge              |    371265 |       1670
 East Jillian Heights          |    371199 |       1671
 East Sarah Heights            |    369605 |       1672
 North Samuel Bay              |    369394 |       1673
 Andrewmouth Estates           |    369040 |       1674
 Douglasburgh Estates          |    368121 |       1675
 Lake Kellyville Park          |    366559 |       1676
 New Vanessaland Gardens       |    366435 |       1677
 Port Patricia Park            |    364031 |       1678
 West Cynthiaside Estates      |    360752 |       1679
 West Reneehaven Estates       |    359873 |       1680
 West Angelatown Park          |    359302 |       1681
 Johnton Park                  |    358807 |       1682
 Englishside Ridge             |    357270 |       1683
 Lopezside Estates             |    354550 |       1684
 Stevenchester Park            |    351209 |       1685
 West Karen Gardens            |    350000 |       1686
 West Craig Ridge              |    348691 |       1687
 Sarahstad Bay                 |    343520 |       1688
 Port Brookeville Estates      |    342686 |       1689
 Deborahside Heights           |    342389 |       1690
 South Edward Bay              |    341755 |       1691
 North Cheyenneville Heights   |    339153 |       1692
 Riostown Heights              |    336260 |       1693
 Lake Taylor Ridge             |    334474 |       1694
 East Morgan Park              |    333033 |       1695
 Lake Allen Ridge              |    332939 |       1696
 South Sonyaport Heights       |    332531 |       1697
 Lake Jenniferbury Ridge       |    330809 |       1698
 Hardyside Gardens             |    329632 |       1699
 Tranberg Bay                  |    328257 |       1700
 Lake Jenniferfurt Village     |    328069 |       1701
 Campbellside Park             |    326323 |       1702
 North Anthony Village         |    326302 |       1703
 Lake Brianamouth Park         |    325969 |       1704
 Timothyland Park              |    325485 |       1705
 Johnburgh Park                |    325162 |       1706
 Fraziermouth Gardens          |    322943 |       1707
 West Jeanette Village         |    318588 |       1708
 Hendrixborough Village        |    315883 |       1709
 East Cherylborough Village    |    311294 |       1710
 East Teresa Park              |    311094 |       1711
 West Paul Gardens             |    309784 |       1712
 West Cynthiaborough Bay       |    308341 |       1713
 Micheleville Bay              |    307317 |       1714
 Christophermouth Heights      |    305993 |       1715
 Port Mitchellside Ridge       |    305930 |       1716
 Lisachester Gardens           |    305630 |       1717
 Weeksside Bay                 |    304689 |       1718
 West Jessicafort Estates      |    302834 |       1719
 West Christine Park           |    302421 |       1720
 Hillborough Park              |    301208 |       1721
 New Travis Ridge              |    300278 |       1722
 Sharonville Heights           |    298009 |       1723
 Margarethaven Ridge           |    297962 |       1724
 Martinchester Park            |    296460 |       1725
 East Yvonnefort Village       |    296086 |       1726
 New Danielleton Heights       |    295398 |       1727
 West Tanyahaven Bay           |    294403 |       1728
 Mayport Park                  |    294389 |       1729
 Lake Laura Village            |    293081 |       1730
 West Kyle Estates             |    284741 |       1731
 North Paulmouth Village       |    283697 |       1732
 Monteston Gardens             |    283561 |       1733
 Port Fred Village             |    281530 |       1734
 Lake Zacharyborough Bay       |    281129 |       1735
 Brendanburgh Park             |    279644 |       1736
 Tiffanystad Park              |    279384 |       1737
 Pughfurt Heights              |    279078 |       1738
 East Lance Village            |    277676 |       1739
 New Keith Village             |    275851 |       1740
 Richardtown Village           |    275690 |       1741
 North Danielle Estates        |    275549 |       1742
 East Wendy Estates            |    275499 |       1743
 New Christopherfort Estates   |    275217 |       1744
 East Evelyn Ridge             |    275125 |       1745
 East Brooke Park              |    274423 |       1746
 Andersonberg Village          |    272706 |       1747
 Monicamouth Heights           |    272499 |       1748
 New Timothy Village           |    272247 |       1749
 Powelltown Heights            |    271537 |       1750
 West Tiffany Gardens          |    270367 |       1751
 North Tyrone Ridge            |    269678 |       1752
 Torreston Gardens             |    269421 |       1753
 Melissaborough Gardens        |    269327 |       1754
 South Megan Park              |    264477 |       1755
 West Maryburgh Ridge          |    263261 |       1756
 East Alexander Estates        |    260033 |       1757
 Hernandezview Bay             |    257153 |       1758
 West Kristen Heights          |    257104 |       1759
 North Kelly Park              |    255882 |       1760
 East Calebberg Heights        |    255342 |       1761
 South Jessicashire Bay        |    254173 |       1762
 South Garretttown Bay         |    252145 |       1763
 New Jenniferborough Bay       |    249843 |       1764
 Baxterstad Ridge              |    246399 |       1765
 East Monicatown Estates       |    243686 |       1766
 Lake Travis Village           |    243536 |       1767
 Williamsberg Heights          |    242725 |       1768
 New Dawnfort Village          |    235124 |       1769
 South Kurt Park               |    235122 |       1770
 Hahnberg Gardens              |    234135 |       1771
 New Daniel Heights            |    233949 |       1772
 Stevenview Village            |    233417 |       1773
 North Kelsey Ridge            |    232154 |       1774
 South Scottport Park          |    231830 |       1775
 North Mario Village           |    227554 |       1776
 Port Anna Ridge               |    220545 |       1777
 New Allen Park                |    218947 |       1778
 West Mistyfurt Bay            |    218436 |       1779
 New Madison Gardens           |    216879 |       1780
 New Benjamin Estates          |    216379 |       1781
 Lake Rhondahaven Village      |    213161 |       1782
 Diazton Gardens               |    212695 |       1783
 Fraziermouth Ridge            |    212427 |       1784
 New Sarahbury Heights         |    211169 |       1785
 Robinsonton Bay               |    209338 |       1786
 Walkerburgh Village           |    209087 |       1787
 Port Kimberlyside Village     |    208899 |       1788
 Coleborough Park              |    208455 |       1789
 West Douglas Park             |    207762 |       1790
 Lake Stacy Heights            |    204859 |       1791
 Adamhaven Bay                 |    201171 |       1792
 Morganton Gardens             |    201137 |       1793
 New Jonathanmouth Estates     |    198730 |       1794
 Samanthabury Gardens          |    196256 |       1795
 Sharonborough Ridge           |    195580 |       1796
 Sanfordtown Heights           |    193789 |       1797
 New Paulberg Estates          |    189465 |       1798
 South Williamburgh Village    |    187678 |       1799
 New Craigview Heights         |    185091 |       1800
 North Christine Ridge         |    183947 |       1801
 Lake Melissabury Park         |    182599 |       1802
 North Steven Park             |    181791 |       1803
 West Sherri Park              |    180468 |       1804
 Hardingberg Park              |    178182 |       1805
 Webbborough Park              |    178147 |       1806
 South Stephanie Park          |    177640 |       1807
 South Meganchester Ridge      |    177335 |       1808
 Port Danielfort Heights       |    176500 |       1809
 Dawnburgh Bay                 |    175844 |       1810
 Doyleton Gardens              |    174418 |       1811
 East Thomaston Ridge          |    171402 |       1812
 Lake Crystalburgh Bay         |    169113 |       1813
 Michaelburgh Heights          |    168493 |       1814
 South Chase Park              |    167832 |       1815
 West George Gardens           |    166926 |       1816
 East Amanda Estates           |    166702 |       1817
 East Maria Estates            |    165880 |       1818
 New Markville Gardens         |    163730 |       1819
 Port Donald Park              |    163461 |       1820
 New Brettshire Ridge          |    162389 |       1821
 West Stephen Estates          |    162071 |       1822
 East Sharon Village           |    161996 |       1823
 Brittanyton Bay               |    161144 |       1824
 Lake Eric Heights             |    151312 |       1825
 Griffinberg Village           |    150038 |       1826
 Josephport Bay                |    150023 |       1827
 Seanburgh Village             |    147902 |       1828
 West Lisastad Ridge           |    142778 |       1829
 Port Carol Ridge              |    142133 |       1830
 Danielberg Gardens            |    141581 |       1831
 Lake Randallborough Estates   |    140437 |       1832
 South John Gardens            |    138148 |       1833
 New Angela Gardens            |    137997 |       1834
 Markstad Estates              |    132432 |       1835
 South Donnashire Park         |    129766 |       1836
 Diazport Bay                  |    129024 |       1837
 West Lauraberg Ridge          |    128803 |       1838
 East Andre Park               |    127500 |       1839
 Lanetown Estates              |    127035 |       1840
 Tamaramouth Bay               |    123886 |       1841
 Lake David Park               |    123603 |       1842
 Matthewbury Ridge             |    123457 |       1843
 North Kyleview Village        |    121460 |       1844
 North Daniel Gardens          |    120844 |       1845
 South Amandaview Bay          |    117987 |       1846
 Nancymouth Bay                |    111988 |       1847
 Lake Davidville Heights       |    110998 |       1848
 New Steventon Ridge           |    110788 |       1849
 Juliaview Gardens             |    110358 |       1850
 East Jamesport Estates        |    108886 |       1851
 Woodsberg Heights             |    107626 |       1852
 Port Brandonview Village      |    105478 |       1853
 Murraystad Bay                |    103177 |       1854
 Morrisontown Ridge            |    102696 |       1855
 Woodfurt Estates              |    102561 |       1856
 Port Alexa Village            |    100010 |       1857
 New Brandon Gardens           |     99748 |       1858
 New Katiestad Park            |     99072 |       1859
 Amyview Park                  |     97760 |       1860
 North Susanport Gardens       |     95565 |       1861
 Lake Elizabethhaven Park      |     93502 |       1862
 Port Julieville Estates       |     92640 |       1863
 Port Catherine Estates        |     92046 |       1864
 Port Kevinside Park           |     89615 |       1865
 North Erikview Village        |     89446 |       1866
 Petersonview Ridge            |     88210 |       1867
 West Prestonfurt Park         |     85640 |       1868
 East Samuelton Estates        |     84961 |       1869
 South Cameronmouth Bay        |     82515 |       1870
 Sabrinastad Ridge             |     82107 |       1871
 Julieshire Estates            |     81575 |       1872
 Thomasbury Bay                |     80115 |       1873
(1873 rows)

