             name              | listing_cnt | avg_price  
 North Douglaston Gardens      |           1 |  798581.62
 Dennishaven Ridge             |           2 |  798171.90
 Bennettmouth Heights          |           1 |  795393.26
 North Gregorychester Village  |           2 |  794971.72
 Lake Maryburgh Ridge          |           5 |  794763.46
 Judyport Gardens              |           2 |  794585.49
 Port Nicholas Estates         |           1 |  794564.37
 Daviston Estates              |           1 |  792808.93
 West Xavier Park              |           1 |  792796.23
 Lake Christian Bay            |           2 |  792035.10
 Larrybury Village             |           2 |  791976.33
 East Nicole Village           |           2 |  791855.96
 Lopezburgh Park               |           3 |  791848.13
 Hayesview Estates             |           2 |  791723.42
 Jacobfort Bay                 |           2 |  790948.32
 Richardsview Ridge            |           1 |  788331.42
 Lake Lori Heights             |           1 |  786587.69
 Port Johnathanton Park        |           1 |  786514.28
 Amandabury Estates            |           2 |  786490.56
 Sullivanberg Estates          |           3 |  785601.66
 New Andrewborough Ridge       |           3 |  784957.24
 New Adrian Ridge              |           3 |  784246.92
 Odonnellbury Gardens          |           3 |  784094.65
 Nicolestad Park               |           2 |  784091.95
 Grantburgh Heights            |           1 |  783959.35
 Mitchellland Heights          |           1 |  782818.85
 Greenland Estates             |           1 |  782095.68
 South Jamie Estates           |           4 |  781847.87
 Julieside Bay                 |           2 |  779590.61
 Buckberg Village              |           2 |  779465.31
 East Madison Estates          |           3 |  778911.54
 Port Anthonyhaven Heights     |           2 |  778761.72
 New Joshuashire Heights       |           4 |  778047.10
 Michaelburgh Village          |           1 |  777648.25
 Martinezberg Bay              |           3 |  776594.21
 Smithville Estates            |           3 |  776178.42
 South Elizabeth Bay           |           2 |  776124.81
 Rodgersview Ridge             |           1 |  775890.96
 Butlerport Bay                |           3 |  774489.74
 South Colton Bay              |           1 |  774320.57
 Clintonport Heights           |           1 |  774141.68
 Lake Rachelborough Estates    |           1 |  773462.05
 West David Estates            |           1 |  772836.44
 East David Bay                |           2 |  772210.66
 Port Kerry Heights            |           2 |  771775.45
 Port Charlesside Estates      |           2 |  771652.89
 Mccoyside Gardens             |           3 |  770953.39
 Smithport Village             |           1 |  769616.49
 Lake Brandon Gardens          |           2 |  768809.91
 Port Bethany Gardens          |           3 |  767160.28
 Skinnerton Village            |           2 |  765046.08
 Martinburgh Ridge             |           1 |  764551.18
 Cowanville Ridge              |           2 |  763839.98
 Parktown Gardens              |           1 |  763239.12
 West Ashley Park              |           2 |  762151.55
 West Johnbury Ridge           |           3 |  762116.34
 Davisfort Ridge               |           3 |  761267.01
 Lake Coreyshire Heights       |           2 |  759871.56
 South Pamelamouth Heights     |           3 |  759296.21
 East Sandra Estates           |           3 |  757371.13
 New Stevenshire Park          |           2 |  756854.49
 Port Janice Bay               |           2 |  756567.35
 Port Audrey Village           |           1 |  756374.09
 New Danielle Gardens          |           1 |  756317.87
 Port Mathew Park              |           1 |  753524.40
 South Timothybury Ridge       |           2 |  753072.82
 North Rhondaside Village      |           3 |  752528.21
 Judithborough Bay             |           2 |  751395.82
 Morganview Ridge              |           1 |  749693.61
 North Christopherstad Village |           1 |  749238.26
 Mossbury Village              |           3 |  747788.77
 Duncanstad Ridge              |           1 |  745696.35
 Florestown Bay                |           1 |  744227.01
 West Brandonbury Bay          |           1 |  743886.50
 Annatown Heights              |           2 |  743852.53
 North Samuel Park             |           2 |  743215.64
 Carlsonside Park              |           1 |  743001.47
 West Joshua Estates           |           3 |  741931.77
 New Edwinmouth Village        |           2 |  741713.30
 East Carloshaven Heights      |           1 |  741688.74
 Wellsfort Estates             |           1 |  741326.36
 Port Marktown Park            |           2 |  740042.05
 Brittanyside Park             |           2 |  738742.95
 Ronaldbury Ridge              |           2 |  736718.64
 Whiteton Bay                  |           1 |  735970.60
 New Joanneland Heights        |           2 |  735137.94
 East Angelatown Ridge         |           3 |  734638.38
 East Ryan Park                |           1 |  734194.14
 New Lisa Estates              |           1 |  734003.08
 Lake Kariborough Village      |           3 |  732495.34
 New Kyle Village              |           3 |  732097.02
 Alyssaland Park               |           2 |  731180.59
 Jenniferberg Gardens          |           4 |  730532.09
 Cooktown Estates              |           1 |  728278.86
 Edwardschester Village        |           3 |  725953.73
 Saraside Village              |           2 |  723678.55
 New Danielland Bay            |           4 |  723413.12
 Kevinside Estates             |           1 |  722921.77
 Bettyville Ridge              |           1 |  722281.28
 North Savannah Heights        |           3 |  722269.86
 Marthachester Park            |           1 |  721997.86
 North Amberland Village       |           1 |  721921.88
 South Olivia Bay              |           4 |  721846.83
 Port Paul Heights             |           2 |  721622.22
 North Michaelburgh Estates    |           3 |  721481.13
 Lake Albert Village           |           1 |  721417.06
 Sarahbury Village             |           1 |  719418.87
 Stuarthaven Park              |           1 |  718895.26
 West Bethside Bay             |           2 |  718758.94
 Victorhaven Bay               |           3 |  718720.22
 Stevensonburgh Village        |           1 |  714404.58
 Millerport Bay                |           2 |  714305.58
 Lake Jamesport Gardens        |           1 |  713269.34
 Judyburgh Ridge               |           3 |  712586.09
 North Kimberlychester Estates |           2 |  711145.74
 Sampsonfurt Park              |           2 |  711143.28
 Doylebury Park                |           1 |  710836.73
 Wadehaven Estates             |           2 |  709637.13
 East Rebecca Gardens          |           1 |  709168.14
 West Alexis Park              |           1 |  708844.32
 Markmouth Park                |           2 |  708660.41
 Anthonystad Village           |           2 |  708228.26
 Rodneyside Estates            |           2 |  706867.62
 Port Brian Estates            |           2 |  704822.53
 Parkerchester Park            |           1 |  702368.91
 South Shane Heights           |           1 |  701979.72
 Deborahberg Heights           |           1 |  701968.52
 Lewisburgh Gardens            |           1 |  701914.50
 Williamburgh Gardens          |           3 |  701535.37
 New Drewmouth Village         |           2 |  700645.05
 New Sharonfort Gardens        |           1 |  699970.45
 Port Richard Gardens          |           1 |  699614.60
 Mccormickberg Park            |           3 |  697120.22
 North Frank Bay               |           1 |  696878.93
 New Jesus Estates             |           1 |  694510.01
 Lake Ericaside Gardens        |           2 |  694097.02
 Jennifershire Village         |           1 |  693994.13
 Stevefort Ridge               |           1 |  693860.06
 Nathanmouth Park              |           3 |  693600.22
 West Lisa Bay                 |           2 |  692636.19
 Lake Andrea Bay               |           2 |  692257.93
 Jessicafort Heights           |           2 |  692179.11
 Jonestown Estates             |           1 |  691214.27
 Hallville Ridge               |           2 |  691019.17
 West Patricialand Village     |           2 |  690577.72
 Foxview Bay                   |           2 |  688394.54
 Prestonland Heights           |           3 |  687304.95
 New Debbie Heights            |           3 |  686944.38
 Jamieburgh Estates            |           2 |  686853.50
 Hamiltonbury Village          |           1 |  686784.11
 New Joshuafurt Village        |           1 |  682786.44
 Edwardmouth Heights           |           1 |  682481.73
 Zacharystad Heights           |           2 |  681073.83
 Lake John Heights             |           3 |  680907.40
 Taylorberg Village            |           1 |  680315.82
 Lake Alyssaberg Heights       |           3 |  678901.21
 Judychester Ridge             |           3 |  678469.71
 Lake Markmouth Bay            |           2 |  677674.37
 West Audrey Bay               |           2 |  677532.95
 Thomasborough Ridge           |           2 |  677474.11
 Wuburgh Ridge                 |           1 |  677344.06
 Marcusborough Ridge           |           2 |  677280.99
 Ashleyport Heights            |           1 |  677124.00
 North Jessica Park            |           2 |  676039.53
 South Bradyfort Ridge         |           2 |  675536.09
 North Matthew Village         |           1 |  675514.89
 North Williamville Gardens    |           1 |  674470.58
 East Jodiport Village         |           2 |  673656.46
 Daniellebury Village          |           1 |  671987.83
 Reedshire Park                |           2 |  670830.38
 North Calebstad Village       |           1 |  670640.93
 Port Julieland Estates        |           1 |  667418.90
 East Jennifer Heights         |           1 |  665875.64
 Jessicahaven Ridge            |           2 |  665007.72
 Wisemouth Village             |           1 |  664216.21
 Rodriguezchester Estates      |           3 |  664007.77
 Debbiechester Bay             |           2 |  662954.56
 South Anna Heights            |           2 |  662714.87
 East Darlene Estates          |           2 |  660109.80
 Lake Theresa Estates          |           1 |  659875.66
 Williamsborough Village       |           2 |  659498.28
 Sanfordmouth Ridge            |           2 |  659492.00
 East Heather Park             |           1 |  659197.68
 Jamesfort Park                |           2 |  658958.26
 New Thomas Heights            |           2 |  658425.68
 Russellberg Bay               |           2 |  657307.49
 Seanland Bay                  |           1 |  656387.01
 North Patrick Bay             |           3 |  652369.83
 Lake Renee Ridge              |           1 |  648787.90
 Ramosfort Village             |           2 |  647950.14
 South Lauren Park             |           1 |  647019.58
 South Joshua Park             |           1 |  646259.20
 Donnaview Gardens             |           4 |  644217.21
 Stephaniemouth Village        |           2 |  644100.78
 Lopezborough Heights          |           1 |  642247.26
 East Patricia Heights         |           2 |  642015.99
 Ashleyberg Heights            |           1 |  641998.23
 Port Sheila Estates           |           2 |  641952.28
 West Mariemouth Gardens       |           2 |  641645.72
 Port Brandonchester Heights   |           1 |  641428.57
 Darlenefort Ridge             |           1 |  640673.63
 South Richard Village         |           1 |  637879.43
 Rodgersside Heights           |           1 |  637479.23
 Cathyfurt Village             |           1 |  635395.14
 East Nicholas Gardens         |           1 |  632929.03
 Port Bruce Bay                |           3 |  632062.58
 Stephensonhaven Ridge         |           3 |  631104.85
 East William Estates          |           1 |  630308.86
 West Keith Gardens            |           1 |  628228.68
 Perezville Estates            |           2 |  628034.11
 West Marissa Village          |           1 |  627164.02
 Angelfort Ridge               |           2 |  624849.05
 Lake Kayla Village            |           2 |  622508.79
 New Stevenside Ridge          |           1 |  621143.41
 Tylermouth Bay                |           2 |  619993.83
 Port Jenniferfort Heights     |           3 |  618457.06
 Villegastown Heights          |           1 |  617906.33
 New Melissa Gardens           |           1 |  615985.95
 Heiditon Bay                  |           1 |  615022.10
 Donberg Gardens               |           3 |  614890.22
 Port Elizabethton Village     |           1 |  614715.96
 New Williambury Ridge         |           1 |  613369.00
 South Trevorberg Bay          |           1 |  613059.04
 Port David Park               |           1 |  612362.26
 Lake Jacqueline Gardens       |           3 |  608198.85
 West Cory Park                |           1 |  607343.41
 East Kimberlyport Gardens     |           2 |  606692.84
 Millerburgh Bay               |           1 |  605916.90
 Jenningsstad Village          |           2 |  605202.27
 Bakermouth Bay                |           2 |  604034.36
 Larsenchester Estates         |           2 |  604012.42
 Lake Courtneychester Park     |           2 |  603709.06
 Littletown Estates            |           1 |  603566.98
 Tamarahaven Bay               |           3 |  601793.81
 Christopherfurt Bay           |           1 |  601791.24
 Pattersonmouth Village        |           1 |  600038.21
 Davidhaven Park               |           3 |  598938.40
 East Michaelhaven Ridge       |           3 |  598200.25
 Thompsonmouth Estates         |           2 |  597560.95
 East Gloriatown Village       |           2 |  597468.01
 Lake Anthony Heights          |           2 |  597120.01
 Dickersonborough Ridge        |           2 |  595499.04
 Lake Joshua Ridge             |           2 |  595320.79
 Ericshire Gardens             |           2 |  593535.73
 West Janet Village            |           2 |  592085.66
 North Loriberg Estates        |           1 |  589807.31
 Robertburgh Ridge             |           1 |  588476.29
 West Aaronport Bay            |           2 |  586305.88
 Smithmouth Village            |           2 |  584183.10
 Rodgersview Park              |           1 |  583836.69
 Port Alexis Estates           |           2 |  583795.14
 Lake Ronald Bay               |           3 |  582221.02
 West Reneechester Village     |           2 |  582045.53
 Stevensonview Ridge           |           1 |  581188.12
 Joshuachester Ridge           |           1 |  580872.75
 Jamesstad Gardens             |           3 |  580692.09
 Watersstad Park               |           1 |  579607.63
 Heatherview Estates           |           2 |  579455.74
 Lake Joanna Village           |           3 |  579175.21
 Collinsburgh Gardens          |           2 |  579093.99
 West Dustinchester Bay        |           3 |  578391.76
 Lake Tammystad Heights        |           1 |  578355.52
 Douglashaven Ridge            |           2 |  577963.70
 Sharpberg Heights             |           1 |  577232.40
 Lake Blakeberg Park           |           1 |  576250.01
 Thompsonville Heights         |           3 |  575603.94
 West Luke Bay                 |           2 |  572591.96
 Duncantown Ridge              |           1 |  571217.01
 Lake Alexander Ridge          |           1 |  569150.14
 East Josephton Bay            |           1 |  567992.92
 New Josephland Gardens        |           1 |  567312.14
 Port Morgan Ridge             |           1 |  565636.44
 Jamiestad Village             |           1 |  562837.43
 Jillshire Village             |           2 |  562777.60
 Angelshire Park               |           1 |  562615.40
 Allisonburgh Village          |           1 |  559012.45
 New Robert Estates            |           1 |  558620.56
 North Karen Ridge             |           2 |  558221.13
 Martinezburgh Heights         |           1 |  558159.05
 Scottport Heights             |           1 |  557972.09
 Hooverbury Estates            |           1 |  557842.61
 Lake Phillip Estates          |           1 |  556538.58
 South Michaelton Village      |           2 |  553451.83
 Lopezfurt Park                |           1 |  552959.16
 Harpershire Ridge             |           2 |  551309.07
 North Latoyaview Bay          |           1 |  551301.14
 North Barry Heights           |           2 |  550960.11
 South Michaelburgh Park       |           1 |  547714.55
 West Jonathan Gardens         |           2 |  545250.70
 Bakerhaven Heights            |           1 |  545183.45
 New Jackiefort Estates        |           3 |  544397.80
 Heathermouth Bay              |           2 |  543853.27
 Estradastad Village           |           2 |  543490.48
 Wrightland Gardens            |           2 |  537706.02
 Lake Alison Bay               |           1 |  537386.99
 Timothyburgh Heights          |           2 |  537376.79
 Dianeville Estates            |           1 |  536450.44
 East Paulview Heights         |           1 |  535446.89
 Lake Edwardview Estates       |           2 |  534861.91
 Anaton Estates                |           2 |  533196.79
 New Shannon Village           |           3 |  531991.07
 Port Kyle Gardens             |           1 |  531887.43
 Rodriguezberg Park            |           1 |  531763.48
 North Thomas Estates          |           1 |  530081.61
 East Janetville Gardens       |           1 |  527785.41
 Port Robertshire Heights      |           1 |  523153.51
 West Danielleborough Gardens  |           2 |  520158.00
 Hallton Gardens               |           2 |  517675.40
 Caseyport Village             |           1 |  517670.13
 Port Michael Ridge            |           2 |  517417.31
 Vanessafort Bay               |           1 |  516907.50
 Hallton Heights               |           1 |  515147.16
 New Cody Village              |           2 |  513048.50
 Aaronchester Ridge            |           1 |  510825.65
 North Jamiemouth Park         |           1 |  510716.13
 Janettown Gardens             |           1 |  509895.11
 New Reginald Estates          |           1 |  509119.38
 Port Judymouth Bay            |           1 |  508489.53
 Thompsonland Heights          |           1 |  507497.81
 Erinmouth Gardens             |           2 |  501487.84
 New Sarah Ridge               |           1 |  500816.95
 Port John Village             |           1 |  500230.03
(1547 rows)

