transaction_id,buyer_id,property_id,amount,date
1389,2101,503,251792.46,2022-11-13
1390,1833,862,576250.01,2025-03-29
1391,2283,2949,511608.76,2022-12-19
1392,1777,2206,666599.5,2023-04-28
1393,420,1552,453961.02,2024-11-06
1394,1428,740,933115.56,2024-07-29
1395,582,1022,481642.54,2023-05-06
1396,1363,153,1187409.2,2023-09-17
1397,2012,2601,960513.45,2024-02-22
1398,2471,2912,614715.96,2023-02-07
1399,2588,2522,374798.21,2023-08-15
1400,966,1966,881414.22,2023-10-14
1401,2226,2010,1067339.31,2022-06-23
1402,954,2588,1052060.6,2023-05-02
1403,1475,546,1372647.91,2023-02-13
1404,467,2375,434148.23,2025-03-03
1405,2473,2142,822855.06,2023-01-12
1406,103,1544,1668378.23,2024-12-03
1407,2116,1048,1007881.1,2022-09-03
1408,2445,1655,1536295.5,2024-03-01
1409,125,2732,1434081.91,2023-07-16
1410,807,855,1252632.25,2024-07-28
1411,1186,723,914910.19,2023-01-08
1412,2435,2527,841078.94,2023-01-27
1413,2969,1438,1489120.43,2024-01-28
1414,236,2217,1840742.09,2022-12-15
1415,1617,1900,194038.35,2023-07-27
1416,631,2948,1844573.88,2024-12-25
1417,632,1673,260032.6,2024-10-08
1418,2715,2586,1070191.41,2023-09-03
1419,1778,759,798774.53,2025-02-15
1420,2190,362,332531.27,2024-01-02
1421,232,1842,419062.5,2024-03-06
1422,1656,1804,1159814.43,2025-04-29
1423,1872,1820,897529.64,2025-02-02
1424,2205,1693,1141715.92,2024-07-16
1425,1816,2748,1836550.78,2024-07-08
1426,2917,938,393664.25,2022-12-21
1427,2873,2465,1357396.21,2023-07-08
1428,1975,309,1808246.33,2025-06-12
1429,2183,277,1432395.16,2022-07-29
1430,2494,186,1468064.07,2023-06-07
1431,1470,2671,627164.02,2025-05-12
1432,2361,1794,1288352.55,2024-12-04
1433,1085,1763,358695.57,2025-05-05
1434,2054,2352,1461937.6,2024-12-27
1435,2329,933,243536.12,2022-12-21
1436,890,136,846649.23,2022-12-30
1437,1481,883,859797.46,2024-04-11
1438,2836,1991,1699224.11,2024-11-17
1439,1150,176,1718384.71,2025-03-21
1440,2739,1739,729788.54,2024-03-30
1441,647,1050,701326.31,2024-01-13
1442,575,1589,545487.69,2023-12-19
1443,481,227,1887799.29,2025-01-25
1444,2905,965,1837450.02,2022-10-03
1445,990,621,1777483.7,2022-12-17
1446,1146,2278,1767299.86,2023-10-04
1447,2839,1935,351400.15,2023-03-01
1448,2041,770,409848.78,2022-06-30
1449,1596,1435,1604329.89,2023-01-01
1450,446,2164,947650.4,2023-05-14
1451,2198,1122,166702.19,2024-10-22
1452,2481,455,871440.63,2023-06-27
1453,2516,2198,1602509.66,2024-08-09
1454,1675,1612,995112.69,2025-02-20
1455,333,867,821820.09,2024-06-21
1456,579,2377,1562629.38,2023-07-10
1457,1234,88,481501.3,2025-01-01
1458,1640,976,256400.98,2024-01-04
1459,1493,1936,1563096.38,2023-10-23
1460,748,1084,1566754.39,2025-04-24
1461,1914,1651,763579.65,2024-03-16
1462,836,2456,233992.37,2023-02-04
1463,2256,1427,1203274.23,2025-04-22
1464,1949,604,1136827.98,2024-06-08
1465,1626,2706,1667365.36,2024-10-14
1466,2866,2144,725682.71,2023-07-03
1467,1323,142,255342.05,2023-02-11
1468,47,1905,1834473.15,2024-02-14
1469,573,2265,1838315.85,2023-06-10
1470,2773,2896,451863.09,2023-12-31
1471,1225,929,1987186.29,2024-02-24
1472,2082,2656,1438292.03,2023-08-24
1473,2917,2845,951261.33,2022-08-24
1474,1454,2150,1908993.07,2024-06-22
1475,34,111,631672.48,2022-06-28
1476,2372,2548,238315.58,2024-07-24
1477,2412,2093,680194.08,2023-07-12
1478,1757,1777,1510105.12,2022-12-08
1479,2813,2868,1444034.58,2024-05-21
1480,2329,660,1629785.61,2024-01-25
1481,2857,1097,1052609.45,2024-02-19
1482,2642,1283,500816.95,2024-07-20
1483,2827,68,1611176.25,2023-08-02
1484,1339,266,374933.04,2023-10-20
1485,1095,2525,300277.81,2024-04-23
1486,118,1272,1250070.86,2023-02-02
1487,2062,1914,1481919.17,2025-03-20
1488,916,1413,788331.42,2023-07-04
1489,2953,2488,1220157.77,2025-04-08
1490,1998,1535,1891304.59,2023-09-16
1491,1120,925,1256763.31,2022-11-23
1492,1176,1318,602576.71,2023-10-09
1493,962,1564,954971.47,2024-12-15
1494,1203,2534,353986.46,2023-03-30
1495,2316,1605,410043.32,2023-03-31
1496,411,2932,1641599.51,2024-09-27
1497,252,1997,1481317.1,2023-12-18
1498,2046,2956,1058875.9,2022-09-11
1499,2351,2479,415625.36,2023-06-10
1500,2606,1822,754981.78,2023-11-07
1501,1870,584,1038503.52,2023-10-13
1502,613,659,342686.22,2023-04-26
1503,580,2858,430602.92,2022-07-26
1504,1759,1260,224744.71,2022-08-09
1505,1552,2992,1300465.72,2025-04-20
1506,2765,347,768452.98,2023-06-02
1507,1327,992,1072518.26,2024-01-06
1508,971,140,1956519.64,2023-03-16
1509,43,606,1380162.98,2023-04-10
1510,2035,46,1175029.65,2023-09-09
1511,557,1886,995413.36,2024-03-07
1512,1489,246,878583.03,2025-03-01
1513,1951,1719,1445088.09,2022-11-19
1514,2505,1927,1139385.52,2025-04-03
1515,2839,1790,1385758.37,2024-06-06
1516,2842,2307,183946.85,2023-08-14
1517,997,2202,1591996.35,2022-12-07
1518,2834,159,357884.89,2024-01-15
1519,1308,444,849811.0,2023-01-17
1520,1033,1468,1371471.14,2023-02-02
1521,985,2270,632929.03,2023-03-22
1522,1546,2659,843803.24,2023-06-04
1523,2435,2776,888945.51,2022-12-12
1524,41,480,1942185.79,2023-09-07
1525,1782,2113,279077.56,2024-07-11
1526,289,635,1455330.62,2025-02-16
1527,154,2040,1295344.75,2024-12-12
1528,1401,27,1188366.71,2025-04-27
1529,224,104,313516.41,2022-08-02
1530,1649,2507,1286294.94,2024-07-28
1531,2531,2802,1803335.56,2024-10-27
1532,332,1426,94572.67,2023-09-02
1533,1499,2170,916319.74,2023-04-17
1534,1419,2329,1675631.39,2023-12-08
1535,898,2398,1849529.26,2022-07-13
1536,2711,643,251729.96,2024-11-07
1537,589,1059,405374.18,2024-01-26
1538,1050,1306,1983670.48,2025-06-01
1539,1458,1787,676106.8,2022-08-21
1540,1388,749,1362137.21,2023-11-14
1541,869,744,817147.1,2024-11-17
1542,521,393,1080638.03,2025-01-31
1543,1244,2196,185934.32,2025-04-14
1544,2520,1267,1105635.36,2023-07-11
1545,1146,344,1684532.99,2024-07-15
1546,777,2548,238315.58,2025-06-13
1547,2343,2354,995489.86,2024-02-16
1548,1531,2687,1574835.79,2023-07-25
1549,350,1832,1171867.78,2022-09-24
1550,1647,2311,332664.14,2023-03-09
1551,2457,816,201381.01,2024-11-07
1552,855,213,252167.52,2023-12-31
1553,977,2260,650368.6,2023-11-28
1554,325,1298,1339095.08,2022-10-21
1555,1778,2392,1624135.88,2023-11-01
1556,1340,2406,953588.38,2024-04-17
1557,171,1973,1138434.98,2024-06-07
1558,55,1431,360751.8,2024-10-07
1559,2701,2760,546945.78,2024-02-13
1560,1784,2449,480561.76,2024-05-27
1561,1513,2902,1186691.12,2022-10-28
1562,267,54,1415218.57,2024-03-01
1563,1767,855,1252632.25,2024-11-30
1564,1685,459,82347.04,2024-11-26
1565,2666,261,1255188.68,2022-06-16
1566,575,2126,813443.54,2023-03-22
1567,1986,1194,1365171.12,2025-05-06
1568,169,2888,1707391.22,2025-05-15
1569,2059,2655,341755.24,2022-07-06
1570,464,262,1033923.58,2024-04-15
1571,1858,782,931297.32,2022-09-14
1572,102,2814,1198879.13,2024-01-01
1573,1540,2368,613721.01,2024-07-10
1574,2463,939,1348114.21,2023-06-06
1575,2173,596,1041149.21,2023-09-30
1576,284,1129,776142.44,2022-12-13
1577,1287,543,564075.33,2025-01-05
1578,2234,1806,710954.32,2024-02-01
1579,2128,2388,810097.35,2024-04-03
1580,2468,2378,852890.12,2022-07-05
1581,2315,1625,275216.69,2024-06-01
1582,553,2070,583836.69,2024-03-10
1583,2361,961,305080.96,2024-03-16
1584,31,2629,477836.25,2024-08-13
1585,767,2264,1743774.06,2023-03-30
1586,1176,232,192300.21,2023-05-31
1587,1478,592,1716418.37,2023-04-12
1588,307,2059,752969.52,2022-11-23
1589,1472,194,812482.79,2023-03-08
1590,1313,1571,892702.63,2024-07-21
1591,214,2293,1637935.6,2024-03-21
1592,778,438,161144.07,2022-10-16
1593,2339,394,1064921.32,2023-02-18
1594,614,2674,708844.32,2025-05-20
1595,1673,219,1079002.81,2023-11-04
1596,1076,2875,847300.84,2024-04-15
1597,2989,2238,1054762.13,2024-05-07
1598,1450,2164,947650.4,2023-05-18
1599,2324,1725,413720.23,2023-10-26
1600,1336,1080,918919.77,2023-08-28
1601,2512,2260,650368.6,2024-08-08
1602,279,2245,1365074.09,2025-05-13
1603,1114,1116,1694143.3,2024-08-25
1604,64,2434,1282894.85,2022-12-28
1605,991,2227,423291.09,2023-09-04
1606,1753,1447,1130421.38,2022-09-25
1607,1261,1881,708891.97,2025-06-02
1608,285,2549,1941190.16,2023-05-23
1609,765,2047,1373269.03,2024-01-01
1610,2628,211,682481.73,2023-06-23
1611,2816,1527,848345.1,2023-07-22
1612,1039,2091,1179734.92,2025-05-13
1613,1874,1254,218435.84,2024-01-02
1614,2169,1934,1843852.64,2023-01-06
1615,152,1378,635395.14,2025-04-01
1616,1635,1559,1026256.2,2024-07-26
1617,628,922,1483691.24,2025-03-14
1618,113,2977,472474.81,2023-03-28
1619,194,1522,1941721.42,2024-04-07
1620,1608,28,322943.35,2024-06-12
1621,2394,2658,1887691.75,2023-11-25
1622,1265,1115,993210.35,2024-03-12
1623,2565,1603,910289.02,2024-10-14
1624,443,1478,331501.59,2025-01-24
1625,44,399,514738.29,2023-07-07
1626,568,2756,1893718.83,2023-03-06
1627,2973,906,1906526.45,2022-12-23
1628,1371,216,1604363.3,2022-12-03
1629,1709,1617,441864.32,2025-05-27
1630,2574,1536,1623280.26,2025-04-22
1631,1541,1773,275850.52,2024-08-24
1632,227,1475,1521332.13,2025-04-05
1633,120,1430,432909.68,2023-02-18
1634,2530,86,1845924.89,2024-12-21
1635,2095,1478,331501.59,2024-07-31
1636,2638,1527,848345.1,2024-04-25
1637,2852,1876,1712295.46,2022-06-24
1638,1754,1351,416960.69,2023-03-06
1639,1986,2203,1166717.67,2022-12-20
1640,2354,872,1567444.49,2025-02-23
1641,1951,2347,1747322.84,2023-01-27
1642,2866,1019,1298832.1,2023-06-16
1643,2391,395,211169.37,2023-03-29
1644,2466,1264,330544.07,2023-03-25
1645,1997,1092,450171.68,2022-12-07
1646,925,1891,1017699.1,2022-08-20
1647,623,2323,185091.11,2024-11-14
1648,2432,171,231830.11,2022-11-13
1649,2888,782,931297.32,2024-10-12
1650,1334,625,734194.14,2025-04-19
1651,339,2843,1919647.29,2023-03-01
1652,2321,2998,840555.34,2024-06-20
1653,1588,75,435900.37,2023-10-11
1654,2427,511,1725110.81,2025-03-29
1655,111,566,1817282.24,2023-04-27
1656,1867,1731,1005714.05,2024-10-23
1657,1115,2037,280307.6,2024-06-28
1658,292,1264,330544.07,2025-05-02
1659,768,1029,825619.06,2024-11-04
1660,2768,2672,796140.98,2024-09-02
1661,934,690,569006.82,2022-12-12
1662,331,413,1260938.55,2022-09-06
1663,305,2591,1982686.47,2024-02-20
1664,2380,202,708331.67,2023-03-10
1665,536,1790,1385758.37,2023-08-30
1666,2655,1707,1590744.78,2023-05-16
1667,2760,548,656387.01,2022-10-26
1668,961,1987,503470.56,2025-03-14
1669,1844,788,651926.97,2022-12-06
1670,2591,2262,1238914.48,2025-05-12
1671,447,898,1575458.17,2024-10-11
1672,1022,31,769616.49,2023-09-17
1673,2508,2201,1264222.58,2023-05-01
1674,997,401,641671.74,2022-08-25
1675,1078,1516,1092061.33,2022-06-18
1676,666,1024,1511048.01,2024-01-05
1677,2011,2188,1094575.48,2022-08-10
1678,54,850,1189530.43,2024-09-23
1679,1265,1581,1638701.17,2023-08-12
1680,889,804,641249.58,2023-01-18
1681,741,2110,428431.51,2023-03-25
1682,1815,1083,965302.69,2023-07-10
1683,2594,629,283104.55,2023-10-19
1684,1493,1708,1573786.97,2024-12-08
1685,1311,1653,596748.66,2022-07-30
1686,2263,1609,1236274.68,2024-04-27
1687,1696,2177,662663.5,2023-03-27
1688,140,2697,1046366.25,2025-03-06
1689,1367,2269,1422083.3,2024-03-20
1690,167,129,1808418.9,2025-05-30
1691,204,2931,411126.82,2022-07-09
1692,1476,2279,1843340.16,2023-07-21
1693,2359,2694,1615882.03,2025-06-09
1694,1433,2866,1930602.11,2023-03-27
1695,882,2231,1097268.4,2023-04-15
1696,475,1342,994758.77,2022-07-28
1697,1922,1526,1559290.35,2025-01-17
1698,218,380,427413.71,2022-08-08
1699,1287,1105,1210358.56,2023-05-28
1700,905,2805,394929.06,2023-09-17
1701,2227,2820,534400.31,2022-08-15
1702,1365,1860,1333028.94,2023-05-25
1703,2214,437,1742987.96,2024-01-05
1704,2294,2604,223686.23,2024-10-18
1705,203,1970,1033413.15,2023-04-24
1706,1860,2544,461076.41,2022-08-27
1707,2919,1122,166702.19,2024-05-25
1708,2537,2966,314569.58,2023-10-30
1709,437,1156,1059061.31,2024-02-28
1710,2173,2129,404449.21,2024-01-21
1711,469,1424,1653260.89,2022-10-20
1712,2744,2600,1865017.55,2024-03-08
1713,468,1209,1434048.13,2023-03-31
1714,1111,1752,1061808.69,2024-05-10
1715,1665,380,427413.71,2025-05-28
1716,2444,2695,1071125.42,2023-05-23
1717,2433,1398,716594.16,2023-05-18
1718,1035,453,1835096.18,2023-03-15
1719,1861,382,709168.14,2024-06-28
1720,146,16,1520791.92,2024-10-25
1721,1666,1489,102561.37,2023-02-12
1722,1700,580,510825.65,2023-12-15
1723,1621,1602,1343747.93,2024-08-11
1724,1754,2197,329631.57,2022-07-22
1725,2267,1483,797274.19,2025-03-26
1726,1190,1285,913860.3,2022-08-23
1727,2733,1363,1848284.19,2024-09-05
1728,963,2597,1042014.72,2023-06-05
1729,2806,1635,256681.65,2023-02-23
1730,901,2039,158533.59,2025-01-16
1731,2033,1744,1124293.36,2024-05-06
1732,1776,1477,1573042.24,2023-08-10
1733,2476,2543,667640.02,2025-03-19
1734,1443,2533,712059.83,2024-03-12
1735,2456,187,1649739.04,2023-09-19
1736,691,2715,89446.14,2023-01-18
1737,937,1129,776142.44,2024-08-05
1738,1154,544,818207.54,2024-07-18
1739,955,2299,526291.43,2022-12-26
1740,419,1753,1495274.17,2024-11-04
1741,742,756,272705.63,2023-03-21
1742,1562,1758,851003.95,2022-06-18
1743,1104,2091,1179734.92,2025-01-13
1744,1269,2515,905373.37,2024-10-12
1745,2647,442,1032683.55,2024-08-20
1746,2157,2655,341755.24,2024-07-10
1747,1606,397,200182.17,2024-10-11
1748,1279,1577,1550125.1,2024-12-11
1749,657,2248,1433661.38,2024-09-25
1750,2117,958,557842.61,2023-10-13
1751,1655,893,1660002.7,2023-05-30
1752,2918,1373,141343.58,2023-03-26
1753,2202,245,160570.17,2024-05-27
1754,2701,1533,506198.85,2023-01-23
1755,847,823,957509.94,2023-12-10
1756,356,2697,1046366.25,2024-09-08
1757,1478,337,1910927.98,2023-08-08
1758,2581,818,414811.67,2024-04-02
1759,317,2776,888945.51,2024-12-15
1760,807,1416,698544.34,2023-09-06
1761,1766,466,1050860.12,2024-09-13
1762,448,1820,897529.64,2024-02-21
1763,20,672,427650.36,2023-08-15
1764,1988,2076,751074.77,2023-12-26
1765,1186,1945,1549624.39,2024-03-30
1766,769,1217,916174.18,2023-10-09
1767,1257,1869,1618951.6,2025-02-18
1768,2367,785,1322270.54,2024-06-19
1769,1826,700,478074.26,2024-03-14
1770,720,929,1987186.29,2024-05-01
1771,2542,452,1125828.37,2025-04-07
1772,1977,1558,1369782.82,2024-09-30
1773,312,2500,597310.11,2024-01-27
1774,2863,1669,740376.34,2023-09-10
1775,2284,658,694510.01,2025-01-31
1776,697,1419,383228.74,2023-09-18
1777,2140,2238,1054762.13,2024-01-27
1778,1398,2730,1239762.22,2023-12-11
1779,2141,1120,1180230.86,2022-12-04
1780,2710,808,430884.07,2022-12-01
1781,493,883,859797.46,2023-01-05
1782,2600,2889,97024.08,2023-07-01
1783,1287,2852,123603.03,2024-06-27
1784,2792,2789,1037694.16,2023-11-11
1785,2030,1247,1881571.96,2024-10-17
1786,62,2162,951287.92,2024-03-22
1787,1833,1260,224744.71,2024-01-06
1788,1831,1122,166702.19,2023-08-31
1789,114,1850,152260.32,2024-01-17
1790,800,2499,1163504.07,2024-01-14
1791,1953,621,1777483.7,2023-07-10
1792,2354,2575,841402.93,2023-03-28
1793,1720,428,1179888.61,2025-04-27
1794,1996,1423,1728200.72,2023-08-15
1795,1669,1399,792808.93,2023-12-02
1796,1800,1987,503470.56,2023-04-18
1797,2416,2342,1239028.05,2024-10-13
1798,228,1577,1550125.1,2025-01-07
1799,511,2076,751074.77,2023-11-21
1800,995,1185,1198936.3,2022-12-15
1801,1076,612,438057.17,2023-01-29
1802,1347,510,861559.64,2024-06-12
1803,354,2073,1297049.62,2023-12-22
1804,154,2447,127035.42,2024-08-12
1805,1296,1068,593150.32,2022-12-23
1806,1368,1283,500816.95,2023-05-12
1807,320,2397,1296297.13,2024-08-13
1808,2714,517,686348.04,2025-05-18
1809,1186,428,1179888.61,2024-03-18
1810,1512,530,330808.63,2024-05-06
1811,2105,1770,389561.45,2024-11-21
1812,971,1275,1302382.21,2024-06-13
1813,2242,1029,825619.06,2025-05-06
1814,25,274,1277124.56,2025-01-28
1815,1745,357,1356735.58,2023-09-16
1816,2748,1850,152260.32,2024-03-01
1817,197,2663,1541061.4,2024-11-12
1818,2735,1560,151312.38,2024-02-16
1819,1032,2486,126671.7,2022-12-13
1820,481,1247,1881571.96,2024-05-27
1821,1254,1333,264643.26,2025-02-07
1822,870,1006,1514559.9,2025-01-05
1823,2017,2823,1443300.5,2023-12-25
1824,1432,735,1277660.73,2024-07-20
1825,83,395,211169.37,2024-07-18
1826,1473,1562,142777.67,2024-09-25
1827,2511,392,239640.1,2023-07-04
1828,1131,1784,1620753.4,2023-03-02
1829,2758,448,1202783.69,2024-11-09
1830,1555,2806,1757439.13,2023-09-26
1831,1224,314,270366.75,2022-08-12
1832,1437,1942,803436.41,2024-06-10
1833,934,770,409848.78,2023-07-11
1834,1947,1743,338186.26,2023-06-13
1835,2121,1107,1064112.68,2023-12-28
1836,30,2965,365092.21,2024-07-25
1837,2536,364,1651520.39,2024-04-06
1838,826,1095,880987.21,2022-07-28
1839,294,2578,535446.89,2024-06-24
1840,2013,2076,751074.77,2023-09-10
1841,282,64,1708811.82,2024-03-31
1842,2534,24,193586.41,2025-04-02
1843,1995,456,966708.2,2025-01-05
1844,2351,1534,197561.61,2023-12-07
1845,1974,2632,1396864.79,2023-03-07
1846,419,2692,1687966.72,2023-02-10
1847,1226,1413,788331.42,2023-04-11
1848,417,1277,1674324.78,2024-08-15
1849,2388,1469,579541.21,2024-10-27
1850,405,1146,1044966.86,2023-04-11
1851,2386,2829,257152.51,2024-03-24
1852,2669,1472,684610.72,2023-02-23
1853,1339,2180,1576544.94,2023-01-15
1854,776,2223,1186452.33,2023-05-09
1855,1993,872,1567444.49,2024-04-27
1856,1572,2249,1184670.3,2024-12-14
1857,149,1913,1592106.42,2023-04-15
1858,717,2437,1545629.64,2024-05-30
1859,1615,1747,497437.58,2024-07-14
1860,2976,320,1641379.82,2024-06-12
1861,2120,204,649516.94,2023-07-31
1862,2192,1054,942848.61,2024-06-26
1863,989,2132,1356823.29,2023-05-21
1864,2125,281,880940.24,2024-03-11
1865,1568,2216,1212976.13,2024-04-19
1866,1274,2169,1546810.93,2023-03-28
1867,574,1919,855902.85,2024-12-29
1868,2923,696,1939927.05,2023-01-13
1869,801,2672,796140.98,2023-01-06
1870,96,2436,531887.43,2022-08-21
1871,2475,129,1808418.9,2023-07-27
1872,1867,72,322828.47,2024-02-20
1873,1277,2964,723221.88,2022-12-16
1874,1578,1129,776142.44,2023-04-21
1875,1028,1395,1681501.9,2024-06-04
1876,14,968,1419803.88,2023-06-08
1877,90,2716,1920148.58,2024-02-03
1878,29,1547,1351453.05,2024-09-20
1879,2751,11,88209.77,2024-04-17
1880,1072,1465,1753288.73,2022-10-21
1881,2922,2965,365092.21,2023-07-25
1882,510,2762,1916648.96,2023-03-04
1883,2500,2518,142133.29,2024-10-18
1884,195,2096,559974.41,2025-04-05
1885,343,2103,1953114.9,2023-12-10
1886,1964,946,608118.41,2025-02-21
1887,865,217,1250243.74,2025-01-15
1888,117,727,1571128.65,2024-06-04
1889,2020,2614,1443362.62,2024-10-16
1890,1547,980,142109.22,2024-02-26
1891,2927,569,386183.09,2022-09-03
1892,1872,751,311293.81,2025-05-05
1893,682,847,891367.89,2024-07-05
1894,2033,910,1251723.82,2023-06-28
1895,1748,2512,92640.32,2023-07-16
1896,1328,243,1180934.57,2025-02-07
1897,1073,851,1196200.3,2023-01-16
1898,599,2659,843803.24,2023-09-22
1899,1581,184,1537415.31,2022-12-20
1900,1360,2397,1296297.13,2024-12-01
1901,197,1067,1896059.39,2023-12-25
1902,1902,958,557842.61,2024-10-13
1903,1461,864,1638508.28,2023-01-06
1904,1341,577,1170172.75,2024-12-13
1905,673,1714,1256802.2,2024-05-03
1906,2691,1500,298351.3,2024-11-19
1907,1066,2416,151907.54,2025-02-24
1908,844,215,479051.5,2022-12-17
1909,1409,857,530081.61,2024-09-10
1910,2308,1918,1439686.0,2023-12-18
1911,778,1251,892629.8,2023-05-18
1912,1513,396,98513.94,2024-08-03
1913,798,2774,1326538.92,2025-04-24
1914,2698,1421,970900.6,2024-12-27
1915,2518,2407,589807.31,2024-09-12
1916,1780,1213,1638862.89,2023-03-24
1917,595,1724,1108001.02,2022-10-04
1918,243,2595,1282722.74,2023-04-21
1919,1556,254,803617.62,2023-04-18
1920,2929,105,376015.42,2025-04-10
1921,2499,2301,1702656.98,2025-03-22
1922,2549,2895,1688445.63,2022-09-05
1923,1878,641,1389901.3,2024-04-21
1924,1914,1046,487842.21,2022-09-05
1925,46,2870,1414125.37,2024-02-04
1926,1288,368,717027.62,2024-03-22
1927,1059,2682,1354133.45,2022-11-06
1928,2864,993,835271.8,2024-01-09
1929,469,1585,1966202.66,2023-01-26
1930,1192,374,275124.57,2024-10-08
1931,283,2491,110357.87,2025-02-09
1932,2519,365,805433.23,2024-07-12
1933,2873,820,1104570.6,2025-04-27
1934,1779,1504,1453558.79,2025-05-20
1935,1720,1272,1250070.86,2022-08-25
1936,2938,203,1874333.74,2022-10-07
1937,2626,641,1389901.3,2022-08-24
1938,2860,1478,331501.59,2025-03-10
1939,1182,710,911803.98,2022-12-01
1940,1754,167,1406002.33,2023-07-08
1941,173,1691,372326.98,2023-06-10
1942,521,2212,702048.28,2025-02-02
1943,2646,2356,1582908.3,2024-02-29
1944,2699,751,311293.81,2022-10-29
1945,686,776,432033.99,2022-10-02
1946,2133,1064,1172815.34,2023-09-05
1947,835,1475,1521332.13,2024-06-07
1948,1895,2496,1170125.9,2024-09-12
1949,2524,769,1491662.51,2024-05-21
1950,2203,2648,419617.35,2023-03-16
1951,2445,1308,1227868.0,2023-02-02
1952,2348,1232,1247083.43,2024-03-17
1953,1505,2304,166058.97,2024-07-06
1954,2316,685,1562245.48,2022-08-01
1955,638,1336,1582766.5,2025-02-10
1956,262,2626,1378946.4,2023-03-12
1957,1977,1142,646210.01,2022-06-25
1958,1992,1320,1104279.87,2023-05-11
1959,721,2444,906408.5,2024-08-28
1960,1110,2551,984104.67,2024-09-10
1961,1824,1878,1537456.68,2023-10-11
1962,1456,1631,1306762.21,2023-05-28
1963,1501,1289,369410.33,2022-07-16
1964,419,666,927762.46,2023-03-11
1965,2110,2102,1828689.1,2024-03-01
1966,2758,2532,1129463.39,2024-04-10
1967,2750,1365,1062946.51,2024-12-09
1968,1785,827,247285.61,2023-12-11
1969,2196,771,339153.31,2023-09-17
1970,1754,2009,551301.14,2022-10-29
1971,1671,1735,280063.15,2023-08-26
1972,1422,1860,1333028.94,2023-12-25
1973,239,861,732758.88,2024-07-02
1974,329,14,1172432.1,2022-09-23
1975,321,687,1906965.89,2023-05-08
1976,523,2570,1240252.06,2022-09-21
1977,293,1006,1514559.9,2024-02-26
1978,920,2638,429115.66,2022-10-22
1979,2867,2113,279077.56,2025-03-05
1980,2020,1460,1618778.96,2024-04-10
1981,862,2626,1378946.4,2024-10-17
1982,2787,1073,1642625.79,2023-11-18
1983,732,302,1806357.37,2023-10-23
1984,1235,1177,766354.69,2023-02-17
1985,2095,879,1054673.32,2025-03-08
1986,1376,1182,1957331.63,2023-10-11
1987,2769,1359,648787.9,2022-11-18
1988,1860,1182,1957331.63,2022-10-16
1989,2310,2075,683021.73,2025-03-30
1990,2157,2918,413562.03,2024-03-30
1991,2576,947,1577082.99,2024-01-14
1992,2534,1741,1636891.71,2023-01-11
1993,2132,821,1705145.54,2023-05-13
1994,2302,2840,637879.43,2023-08-24
1995,521,1483,797274.19,2024-11-19
1996,618,1523,764551.18,2022-08-26
1997,1173,882,1231694.33,2024-12-28
1998,148,2553,786514.28,2023-09-17
1999,788,1400,932785.97,2023-05-07
2000,2824,1020,686784.11,2023-10-26
2001,1392,709,1737008.96,2023-04-17
2002,263,1442,419446.68,2022-07-24
2003,259,2008,1456455.96,2022-07-29
2004,802,2787,243475.05,2022-07-28
2005,1174,1556,1192554.39,2024-09-24
2006,1721,88,481501.3,2022-11-22
2007,1772,2182,286404.94,2022-08-19
2008,2965,2352,1461937.6,2024-12-22
2009,2623,2315,1868673.15,2024-07-13
2010,2920,622,1957317.04,2023-04-15
2011,1048,1927,1139385.52,2024-08-04
2012,418,1467,1927493.31,2024-11-24
2013,1949,1315,281368.18,2025-05-26
2014,1701,432,1521647.32,2022-08-19
2015,71,2235,407955.55,2024-04-02
2016,191,2722,965166.42,2024-06-25
2017,315,160,1696956.62,2023-10-15
2018,874,83,949385.95,2024-09-01
2019,665,736,1711619.62,2023-08-02
2020,421,2932,1641599.51,2023-07-26
2021,573,859,621971.81,2023-03-07
2022,2385,1386,243204.7,2023-11-15
2023,1489,437,1742987.96,2024-07-20
2024,733,396,98513.94,2023-04-11
2025,1711,2443,1797528.78,2023-12-15
2026,2098,920,1692945.48,2024-01-17
2027,559,783,1843636.7,2024-08-09
2028,628,2276,1653617.14,2024-09-03
2029,1455,1063,1052171.94,2024-02-04
2030,405,1073,1642625.79,2024-06-15
2031,519,673,578355.52,2022-09-04
2032,1677,945,157404.38,2023-06-06
2033,2572,546,1372647.91,2024-12-21
2034,1690,523,407800.7,2024-06-01
2035,467,1209,1434048.13,2023-11-12
2036,1082,1309,1732303.19,2024-02-27
2037,832,1945,1549624.39,2024-06-09
2038,436,1377,1098776.21,2024-03-04
2039,2647,149,1322751.26,2023-05-26
2040,1093,1319,884983.15,2024-10-09
2041,511,2531,830650.33,2024-09-17
2042,1609,2001,1774793.54,2023-12-07
2043,2227,1805,1429026.95,2024-07-26
2044,2023,2255,1157673.76,2025-05-09
2045,2049,133,1903573.56,2023-10-12
2046,322,2782,973270.3,2023-09-27
2047,511,2617,1194814.05,2023-10-05
2048,1446,2481,1877662.23,2024-06-13
2049,412,853,883864.76,2022-12-11
2050,732,1732,235121.61,2023-12-27
2051,2199,1223,1259394.91,2024-12-28
2052,763,802,1084849.09,2024-03-28
2053,717,2893,1725901.87,2023-10-30
2054,2811,1611,1165953.11,2025-04-23
2055,779,1384,1865283.04,2022-12-27
2056,1456,1101,821916.46,2023-07-06
2057,1698,2502,1093195.62,2025-03-16
2058,2788,167,1406002.33,2024-04-23
