neighborhood_id,name,school_rating,air_quality_index,crime_float
1260,Port John Village,7,29.7,4.11
1261,Rogerfurt Village,7,55.1,6.95
1262,North Kyle Park,4,84.8,6.33
1263,South Sean Bay,2,106.9,2.03
1264,Davidsonton Park,1,73.8,1.34
1265,Richardchester Bay,7,76.8,9.11
1266,Amyhaven Village,1,89.6,6.29
1267,East Benjamin Village,7,77.0,3.9
1268,Lake Kristineburgh Heights,8,30.0,7.08
1269,Josephland Village,8,70.3,7.88
1270,Brianshire Village,3,81.5,4.27
1271,Cunninghamberg Gardens,4,69.7,8.63
1272,Marymouth Ridge,2,104.0,5.82
1273,Nancyport Village,5,24.8,9.97
1274,Carolland Gardens,4,82.5,9.62
1275,Lake Ronald Bay,10,29.5,4.03
1276,Brandonmouth Heights,10,100.1,5.28
1277,Lake Michael Park,6,99.6,6.86
1278,Dianafort Village,9,100.4,4.9
1279,Port Ronald Estates,6,40.0,4.62
1280,Andrewtown Estates,9,65.3,7.87
1281,Lake Melissa Park,1,82.8,5.65
1282,Mayofort Park,10,69.9,6.95
1283,Port Michelle Ridge,8,46.8,6.74
1284,Harpershire Ridge,10,105.3,9.16
1285,Daviston Estates,1,72.2,4.28
1286,Port Marktown Park,4,35.0,7.17
1287,Nicholasview Village,7,61.0,8.74
1288,Lake Natalieville Heights,4,104.6,3.4
1289,Johnbury Village,3,45.6,6.41
1290,New Josephland Gardens,4,31.4,2.73
1291,Frankville Park,5,66.4,6.04
1292,Christopherport Gardens,7,84.7,1.33
1293,Parksside Park,5,33.6,3.33
1294,Coryborough Ridge,5,85.9,2.58
1295,Port Justinview Ridge,1,116.4,5.37
1296,Jennyville Heights,1,106.0,1.76
1297,South Heather Estates,5,106.7,9.11
1298,Davidburgh Gardens,6,87.2,8.97
1299,Martinezland Gardens,3,43.6,6.14
1300,New Robert Estates,2,72.2,8.46
1301,Jayland Ridge,9,45.2,8.96
1302,West John Park,10,32.2,8.26
1303,New Michaelshire Village,10,93.7,8.25
1304,North Pamelaborough Bay,4,113.6,2.96
1305,Weberton Heights,3,41.4,3.47
1306,Elliottview Gardens,5,106.3,1.5
1307,Markfort Estates,6,90.0,2.02
1308,South Nicoleshire Estates,7,67.5,3.22
1309,East Gloriatown Village,3,56.3,7.44
1310,Hineschester Ridge,5,22.1,9.7
1311,Lewisburgh Estates,1,104.1,6.96
1312,Cervantesbury Heights,4,45.3,4.46
1313,Keithton Bay,6,110.3,7.17
1314,Port Reginald Estates,4,105.8,4.5
1315,East Bryanberg Gardens,5,50.1,9.43
1316,Perryton Ridge,4,49.7,8.73
1317,Lovemouth Park,8,83.1,8.92
1318,Cainton Ridge,7,98.9,3.47
1319,Jonathanshire Heights,8,67.1,4.72
1320,Port Morgan Ridge,6,91.7,8.89
1321,Port Christopher Ridge,2,102.4,7.29
1322,South Johnny Estates,2,55.2,6.42
1323,East Angelatown Ridge,9,93.8,5.08
1324,Lake Stacy Heights,1,84.1,2.65
1325,Cookburgh Gardens,3,20.3,2.8
1326,Myershaven Village,6,77.6,2.0
1327,South Donnashire Park,9,91.4,7.91
1328,West Tanyahaven Bay,3,104.7,7.17
1329,South Michelleshire Ridge,6,65.1,8.86
1330,Tanyaview Park,5,37.3,6.34
1331,New Keith Village,5,39.9,4.73
1332,Bellhaven Park,7,107.6,9.5
1333,Bauerland Estates,4,22.1,1.21
1334,Cruzchester Estates,10,82.7,9.16
1335,Nicholasbury Gardens,4,46.2,8.67
1336,Cynthiafurt Heights,7,81.8,6.4
1337,Sandersbury Park,2,115.8,2.53
1338,East Stephenburgh Estates,2,21.4,5.73
1339,Jeffreyfort Ridge,8,102.7,5.45
1340,Chapmanland Park,4,39.1,8.76
1341,Lake Danielberg Ridge,5,48.8,5.45
1342,New Lauren Park,7,105.6,6.4
1343,South Carolyn Ridge,5,92.7,2.7
1344,Lake Brianamouth Park,7,99.2,1.26
1345,Cathyfurt Village,4,81.8,9.17
1346,New Tina Village,10,88.4,5.12
1347,South Sonyaport Heights,8,33.3,3.91
1348,Jeffreyport Bay,7,88.7,7.42
1349,Youngton Bay,7,93.6,3.31
1350,North Stevenview Heights,9,25.9,4.0
1351,New Kathleenfurt Park,8,110.8,9.97
1352,South Henry Bay,10,91.0,8.29
1353,North Karlaborough Heights,5,70.5,4.43
1354,Port Tinaville Gardens,6,33.2,9.03
1355,New Debbie Heights,10,37.9,2.53
1356,Odonnellbury Gardens,6,107.8,2.19
1357,South Kevin Village,9,63.3,3.34
1358,West Shelbyside Village,1,117.9,5.49
1359,West Maryburgh Ridge,5,94.8,9.34
1360,Cassidybury Village,5,81.3,7.85
1361,West Regina Village,9,51.3,9.03
1362,East Thomasshire Village,8,96.4,2.36
1363,Port Michaelbury Ridge,8,25.3,2.34
1364,Maryfort Park,3,23.6,3.34
1365,East Nicoleland Bay,8,63.6,9.96
1366,Lake Jessica Gardens,1,64.2,9.9
1367,North Sharonborough Estates,8,65.8,2.01
1368,Heiditon Bay,3,32.4,1.84
1369,North Karen Ridge,5,38.1,2.51
1370,Mistyhaven Estates,5,76.3,6.97
1371,Carolfort Park,10,119.8,1.04
1372,Aprilmouth Ridge,10,38.1,9.28
1373,Starkstad Park,8,87.7,8.99
1374,Cynthiabury Heights,5,88.1,7.13
1375,Cherylville Gardens,6,79.0,9.56
1376,Vancebury Ridge,6,35.4,1.73
1377,Maryfurt Ridge,8,65.4,9.6
1378,South Anthony Estates,1,52.9,1.39
1379,Dayport Estates,8,52.5,7.58
1380,Daveland Bay,10,32.9,8.77
1381,Amandabury Ridge,5,52.3,1.5
1382,West Annettemouth Heights,9,115.2,4.43
1383,Richardmouth Gardens,5,37.8,9.69
1384,Port Jasonbury Ridge,7,28.9,8.67
1385,Port Kimberly Park,7,97.9,3.56
1386,Baxterstad Ridge,3,32.1,5.42
1387,South William Gardens,5,110.4,6.43
1388,East Andrew Village,2,103.2,5.61
1389,Baileyport Gardens,8,108.5,5.29
1390,West Christophershire Estates,10,62.3,7.81
1391,Angelfort Ridge,6,81.4,4.91
1392,South Wesleyfurt Gardens,2,24.0,4.08
1393,Williamsview Gardens,4,84.8,7.42
1394,Lopezland Gardens,9,83.0,5.72
1395,Lynchville Village,8,63.7,9.16
1396,Lake Richardside Gardens,5,34.9,2.15
1397,Anthonystad Village,4,72.3,3.66
1398,New Sarahbury Heights,9,27.7,1.41
1399,New Cindytown Heights,9,62.5,1.85
1400,New Michael Bay,10,101.3,4.2
1401,Pattersonville Estates,2,96.9,1.15
1402,South Amandaview Bay,8,38.0,2.64
1403,Donberg Gardens,1,28.3,8.89
1404,West Brendaberg Village,6,78.7,5.09
1405,Lake Kevinside Bay,8,82.4,3.39
1406,Smithtown Ridge,3,41.1,1.7
1407,Wellsfort Estates,5,107.2,1.96
1408,North Richardmouth Estates,1,20.6,2.05
1409,Dillonfort Park,8,66.0,4.65
1410,Debbiechester Bay,10,92.6,3.73
1411,Sanfordmouth Ridge,10,56.1,7.06
1412,Port Jennifer Bay,7,100.5,1.79
1413,South Joshuaberg Park,1,39.1,8.34
1414,Richardton Bay,4,105.9,2.88
1415,Natalietown Bay,3,85.0,4.92
1416,Tylermouth Bay,9,39.1,3.71
1417,Anthonymouth Gardens,3,67.4,1.2
1418,Conleymouth Park,3,93.9,5.01
1419,East Cassandra Gardens,8,22.0,5.05
1420,Montoyaburgh Park,4,49.5,8.47
1421,West Thomastown Gardens,1,53.4,1.92
1422,West Lauraberg Ridge,7,117.9,8.64
1423,Fosterport Bay,10,79.6,5.99
1424,Markstad Village,1,68.7,5.37
1425,East William Estates,10,113.5,9.15
1426,West Andrea Ridge,8,43.2,1.55
1427,Ericaberg Heights,7,77.6,5.98
1428,West Marissa Village,7,108.9,2.05
1429,Port Brian Estates,6,64.8,4.93
1430,North Kelly Park,5,92.6,5.22
1431,North Susanport Gardens,4,70.8,6.29
1432,West Sharon Bay,6,112.2,8.68
1433,Russellberg Bay,8,33.1,3.64
1434,East Jonathanfort Bay,7,116.0,8.5
1435,West Matthew Bay,6,99.6,8.2
1436,South Sherry Ridge,3,82.2,3.54
1437,North Douglas Bay,2,86.7,2.16
1438,Taylorhaven Park,3,80.6,1.91
1439,Stephaniemouth Gardens,8,50.4,2.88
1440,New Nathaniel Heights,1,55.9,3.35
1441,Adamhaven Bay,3,37.5,8.74
1442,Mannmouth Estates,1,100.7,4.04
1443,Lake Sophia Heights,10,42.7,6.06
1444,New Brandon Gardens,5,119.4,8.06
1445,Johnnymouth Ridge,1,97.0,6.01
1446,Samuelview Park,9,80.4,1.94
1447,West Steven Heights,8,99.9,9.66
1448,Princeburgh Ridge,2,117.5,8.03
1449,Wallaceland Estates,2,102.4,1.38
1450,North Cheyenneville Heights,3,83.0,8.84
1451,Cookmouth Village,3,92.8,7.37
1452,North Julianton Ridge,9,69.8,8.83
1453,Doylebury Park,6,53.5,2.24
1454,West Catherinetown Ridge,4,63.9,4.74
1455,Meganmouth Ridge,1,44.5,8.28
1456,New Andrew Village,5,70.5,1.77
1457,Shelbyfort Village,7,56.1,6.98
1458,North Sarah Park,9,62.2,3.05
1459,Gibbsfurt Ridge,7,61.3,4.68
1460,Danielside Gardens,9,99.5,4.26
1461,New Emily Heights,8,34.6,1.09
1462,Susantown Ridge,9,114.4,1.76
1463,Stephensmouth Village,7,118.2,2.48
1464,Derekborough Heights,7,95.9,6.94
1465,Port Janice Bay,3,110.3,1.52
1466,Thomashaven Bay,9,117.3,4.77
1467,Marissashire Bay,9,107.4,7.49
1468,Matthewland Village,6,20.8,3.52
1469,North Thomas Estates,10,112.0,7.3
1470,Robinsonland Gardens,4,108.8,6.62
1471,East Jamesburgh Estates,8,89.7,8.99
1472,Chapmanton Ridge,7,97.5,8.93
1473,Aprilfort Heights,1,73.7,4.51
1474,Port Judy Bay,3,72.0,5.87
1475,Barneschester Park,2,71.2,3.81
1476,East Brandonfort Village,3,22.3,9.01
1477,West Terri Estates,10,45.9,8.49
1478,Stephaniestad Village,7,118.7,1.99
1479,Lopezton Heights,6,46.0,5.57
1480,Atkinsonchester Heights,1,95.7,9.47
1481,Melissaborough Gardens,5,77.2,1.05
1482,Lake Jenniferfurt Village,4,100.5,9.9
1483,Rodriguezland Estates,9,104.4,3.1
1484,Luistown Village,5,86.7,8.34
1485,Griffithstad Estates,3,91.4,5.68
1486,Brownfort Park,2,52.8,6.24
1487,Jennifermouth Ridge,6,65.4,2.32
1488,South Robert Gardens,7,28.2,1.56
1489,Parkerhaven Park,8,41.5,1.7
1490,Lake Zacharyborough Bay,9,60.3,6.03
1491,Sabrinastad Ridge,7,107.2,6.26
1492,Diazport Bay,7,119.7,7.2
1493,South Lorimouth Gardens,7,102.4,2.3
1494,North Jillian Park,8,91.1,2.16
1495,Port Ricardomouth Bay,9,106.3,2.06
1496,West Douglas Park,8,67.3,7.72
1497,Lauraside Estates,6,112.2,2.07
1498,Tonyastad Ridge,7,31.0,4.33
1499,Michaelville Village,1,72.3,2.06
1500,North Amberland Village,6,50.3,5.37
1501,Boothbury Ridge,3,34.2,6.31
1502,Billhaven Heights,5,108.9,2.94
1503,South Bradyfort Ridge,8,20.2,5.93
1504,Johnsonborough Heights,1,61.8,6.16
1505,West Shannonville Estates,8,110.0,8.03
1506,South Krystal Gardens,10,33.3,2.25
1507,Kimberlybury Bay,8,96.2,7.0
1508,Lake Daniellestad Park,6,28.9,6.62
1509,Jenniferberg Estates,7,58.7,9.1
1510,South John Village,9,24.6,7.03
1511,West Shannon Gardens,5,84.6,8.79
1512,Lake Andrea Bay,1,77.2,8.17
1513,West Davidshire Bay,5,76.1,2.11
1514,East Thomas Estates,2,39.2,6.57
1515,Nathanville Estates,1,115.7,5.7
1516,North Jacob Ridge,8,70.3,1.17
1517,Caldwellhaven Bay,9,38.0,1.17
1518,Allenburgh Ridge,4,44.5,7.35
1519,Millerbury Estates,8,28.5,5.8
1520,Boydmouth Village,7,78.9,5.42
1521,Madisonview Heights,6,63.7,4.73
1522,South Chase Ridge,9,51.7,3.31
1523,Hectorbury Heights,2,74.2,3.57
1524,New Kevinborough Park,5,96.8,2.39
1525,West Diane Gardens,3,25.9,9.65
1526,East Bonnieton Park,1,91.3,3.68
1527,West Markland Heights,6,34.2,9.04
1528,Rodneytown Village,7,114.2,9.1
1529,North Beverly Heights,4,44.0,6.37
1530,Burnettton Park,8,70.9,5.54
1531,Port Jason Heights,5,26.1,5.18
1532,Port Andreaton Gardens,2,68.4,4.67
1533,New Coreyfurt Park,1,46.9,9.67
1534,Timothyside Bay,2,44.6,5.99
1535,Parkermouth Ridge,3,50.5,4.66
1536,Josephstad Heights,9,40.3,9.71
1537,Elizabethfurt Village,9,118.5,8.04
1538,Johnport Estates,7,116.1,6.0
1539,Port Jenniferfort Heights,1,101.3,9.65
1540,Hernandezstad Estates,5,85.3,2.51
1541,Angelaville Heights,8,47.3,3.26
1542,Coxport Bay,7,119.9,8.58
1543,Barreratown Park,10,104.1,3.53
1544,North Andrew Park,9,76.3,3.71
1545,Port Richard Gardens,2,103.0,7.53
1546,Sarahbury Village,7,41.1,5.54
1547,Gomezton Ridge,6,108.4,9.51
1548,East Kim Bay,5,118.0,7.37
1549,Milesside Village,4,86.2,3.89
1550,West Richardburgh Park,8,115.9,3.96
1551,North Jamiehaven Bay,3,84.6,1.02
1552,West Tiffanyhaven Gardens,1,110.1,7.05
1553,East Janetville Gardens,9,109.5,7.33
1554,Colefort Ridge,7,73.8,8.09
1555,Micheleville Bay,2,73.9,9.03
1556,East Derrick Ridge,8,87.2,4.18
1557,Michelletown Ridge,7,102.7,4.22
1558,North Julie Park,1,32.5,4.33
1559,Bryanchester Park,8,20.9,7.69
1560,Port Jillborough Ridge,5,88.1,7.38
1561,Fernandoshire Park,2,101.6,6.63
1562,Christinaside Ridge,4,43.4,5.44
1563,Port Dustin Village,1,48.1,9.14
1564,Rogersfort Bay,10,40.9,2.76
1565,Port Melanieberg Ridge,7,31.1,3.5
1566,South Monicaside Estates,8,37.0,2.74
1567,South Brianfurt Bay,10,87.2,6.43
1568,Port Donald Park,2,78.8,7.71
1569,Rodgersview Park,5,113.4,8.7
1570,Denisetown Estates,5,39.2,7.1
1571,Carrieton Bay,9,81.4,7.13
1572,South Melissa Gardens,1,113.8,6.77
1573,Sandraborough Bay,1,105.4,3.91
1574,Garciaburgh Ridge,7,47.4,7.12
1575,Jenniferberg Gardens,8,56.1,7.83
1576,West Jesseborough Bay,4,24.7,9.27
1577,Lake Chelseamouth Estates,8,51.6,4.53
1578,New Meredithburgh Village,2,108.0,8.27
1579,Bakermouth Bay,4,117.8,4.81
1580,Port Anthony Heights,4,39.7,3.96
1581,Port Debbie Heights,2,22.8,4.89
1582,Moniquefort Heights,10,99.7,9.42
1583,West Travismouth Ridge,5,44.7,5.26
1584,Rhodesfurt Village,1,102.2,5.68
1585,Harrisonburgh Park,2,97.6,6.58
1586,Petersonview Ridge,2,82.5,6.21
1587,Amandaville Heights,1,111.7,4.4
1588,Michaelport Ridge,2,98.3,1.56
1589,Jessicamouth Ridge,8,25.5,6.5
1590,Codyville Gardens,2,30.2,1.5
1591,South Janetside Heights,5,105.0,4.62
1592,Port Darlene Estates,7,43.3,6.4
1593,West Brittanystad Bay,10,21.1,4.46
1594,Matthewville Ridge,7,108.0,6.57
1595,Scottton Village,1,65.4,3.95
1596,Port Peterville Park,2,30.3,6.36
1597,Brianshire Heights,10,98.9,2.74
1598,Port Christopher Estates,3,83.7,3.31
1599,East Jameshaven Gardens,8,92.5,5.0
1600,North William Park,3,99.7,1.54
1601,North Paulmouth Village,10,63.6,9.64
1602,New Robertstad Ridge,6,51.1,8.97
1603,Hatfieldstad Ridge,3,34.7,3.78
1604,Scottland Village,5,56.9,1.07
1605,Kevinfurt Estates,3,25.7,5.56
1606,Lake Brian Ridge,9,105.9,4.8
1607,New Craig Park,4,84.1,2.81
1608,East Rachel Heights,6,38.9,5.28
1609,South Elizabeth Bay,8,80.0,3.98
1610,New Samuel Estates,10,116.3,6.54
1611,Mitchellland Gardens,6,36.2,5.09
1612,New Sarah Ridge,1,69.6,9.28
1613,East Kristinehaven Bay,4,89.3,5.2
1614,Jamestown Park,4,68.1,7.92
1615,Port Dominiquemouth Ridge,6,100.7,4.38
1616,Bradfordton Gardens,3,102.6,1.06
1617,Port Justinberg Heights,2,55.8,5.99
1618,East Mark Park,5,64.0,6.68
1619,Markborough Ridge,6,24.4,1.27
1620,Christopherton Park,5,37.4,8.97
1621,Robinsonton Bay,3,54.0,5.99
1622,New Michael Park,4,22.1,8.59
1623,South John Heights,1,103.1,2.24
1624,Jenniferside Bay,2,53.8,2.89
1625,Davidchester Gardens,4,57.0,4.35
1626,Sampsonfurt Park,9,117.7,9.98
1627,Michelleport Gardens,2,31.8,8.94
1628,North Bridgetfort Park,4,39.2,4.4
1629,Saraside Village,6,80.0,9.79
1630,South Peterstad Park,1,96.3,6.29
1631,Tammymouth Ridge,9,49.4,2.34
1632,Jessicatown Park,1,82.9,3.52
1633,New Tanya Park,9,116.8,8.97
1634,East Jason Park,2,98.5,8.12
1635,West Ginastad Estates,2,36.7,4.49
1636,Port Patricia Bay,9,57.4,5.67
1637,Stanleyville Park,6,91.2,5.73
1638,Webbbury Gardens,8,67.4,6.23
1639,Morsestad Bay,10,85.0,2.86
1640,Lindaborough Park,8,106.3,4.56
1641,South Jonathan Village,7,108.9,6.14
1642,West Amy Ridge,6,45.5,1.76
1643,South Derek Ridge,2,49.5,5.67
1644,West Richardside Park,10,24.1,5.61
1645,Elizabethmouth Village,7,65.1,4.89
1646,New Lisaport Village,8,51.7,4.44
1647,North Megan Park,8,43.4,6.81
1648,Stevenside Village,2,49.5,5.52
1649,Mariaton Estates,2,98.6,9.34
1650,North Edward Heights,2,27.1,1.34
1651,New Deannamouth Park,6,39.7,3.96
1652,North Kyleview Village,5,39.1,6.44
1653,Lewisport Park,9,111.2,1.08
1654,New Amyhaven Village,5,102.2,8.05
1655,West Alexander Gardens,7,102.2,7.82
1656,North Brianberg Heights,8,85.4,9.9
1657,Brendanburgh Park,7,42.8,7.51
1658,Toddside Park,8,43.4,6.28
1659,Smithfurt Estates,8,92.3,5.15
1660,North Christine Ridge,2,51.3,2.69
1661,South Jonathan Ridge,7,41.0,5.05
1662,Thompsonmouth Estates,1,57.5,6.2
1663,West Aaronfurt Park,5,114.3,1.09
1664,New Williambury Ridge,6,54.0,4.77
1665,Chelseymouth Bay,7,96.3,7.21
1666,West Brendaside Village,6,78.7,6.11
1667,Beckmouth Heights,3,35.4,9.57
1668,West Kristiport Village,10,83.0,6.43
1669,Lake Michelleport Estates,10,106.7,9.82
1670,East Teresa Park,7,26.4,4.48
1671,Lake Scottland Gardens,2,52.9,9.66
1672,North Patrick Bay,5,29.3,1.94
1673,Lisabury Estates,3,23.2,7.2
1674,New Ronald Gardens,1,38.7,1.63
1675,Lake Jeffrey Gardens,5,40.6,3.62
1676,Port Julieville Estates,2,65.5,4.32
1677,North Amy Heights,3,52.7,9.19
1678,Danielborough Gardens,3,119.0,2.16
1679,East Jeffreymouth Gardens,8,94.3,4.5
1680,Johnfort Ridge,4,33.0,2.85
1681,Hardyside Gardens,8,35.9,6.18
1682,Jenningsstad Village,10,40.3,7.45
1683,Jacobmouth Gardens,5,40.2,9.92
1684,Monroestad Gardens,2,102.5,6.44
1685,Ellisonshire Park,9,52.9,6.12
1686,Port Kathrynview Gardens,8,66.3,1.35
1687,Port Robertshire Heights,5,84.6,9.27
1688,Port Emilyberg Village,5,59.1,8.41
1689,Terryburgh Ridge,3,61.5,2.62
1690,South Mathew Estates,7,65.8,9.2
1691,Lake Williamville Park,10,29.6,7.29
1692,East Angelaport Heights,4,108.6,2.42
1693,West William Bay,9,49.2,9.25
1694,Brittanyton Bay,4,110.9,4.7
1695,Lake Robin Ridge,9,32.1,4.32
1696,Barneston Ridge,2,70.4,8.02
1697,Christineview Gardens,8,36.5,2.87
1698,East Nicolefurt Heights,8,22.7,6.75
1699,Davidview Bay,8,58.1,7.71
1700,New Kevinport Ridge,4,59.7,1.1
1701,Jamesland Heights,3,52.7,7.74
1702,Port Ronald Gardens,8,26.8,5.94
1703,South Jamesborough Park,8,34.0,8.38
1704,Bradleyside Ridge,3,37.1,1.16
1705,Malloryhaven Heights,3,49.4,5.81
1706,Adamsmouth Gardens,3,27.8,7.87
1707,Lake Philipfort Bay,5,35.3,4.22
1708,Lake Markborough Park,1,109.3,5.79
1709,Emilyfort Gardens,1,103.7,8.3
1710,Mclaughlinview Bay,2,59.1,3.77
1711,Allisonland Heights,10,20.5,7.95
1712,Jamesbury Ridge,4,112.9,4.37
1713,Port David Park,4,29.1,4.8
1714,Port Jay Heights,6,102.1,7.12
1715,West Kristen Heights,4,115.9,1.87
1716,Lake Kevinton Ridge,3,92.4,1.4
1717,New Jesus Estates,2,101.6,3.9
1718,West Kellybury Bay,4,82.5,9.41
1719,East Ericville Gardens,7,32.1,2.92
1720,Port Fred Village,6,37.4,4.62
1721,Taraview Village,1,58.9,5.13
1722,North Nicolechester Heights,5,85.0,4.32
1723,New Christopherland Heights,4,61.1,7.91
1724,South Raymondberg Gardens,2,91.3,8.12
1725,Leebury Ridge,10,37.1,9.63
1726,Jordanville Estates,6,118.1,7.27
1727,Kristenton Bay,3,53.2,6.72
1728,North Catherine Bay,6,117.8,7.0
1729,Port Jessicamouth Heights,6,21.8,9.21
1730,Donnaview Gardens,7,71.1,7.68
1731,Cortezview Estates,10,90.5,1.12
1732,Nicholsville Heights,10,95.9,2.12
1733,Matthewfort Park,7,95.7,6.58
1734,Hernandezborough Heights,3,57.5,3.67
1735,South Scottport Park,7,40.4,1.34
1736,Shellymouth Bay,10,118.9,4.99
1737,Jessicaview Village,3,47.8,6.79
1738,Whitefort Ridge,1,72.1,9.8
1739,Bakermouth Bay,5,95.1,3.06
1740,Clarkfurt Bay,6,54.3,2.85
1741,Amberborough Heights,4,100.1,7.27
1742,Taylorland Park,10,107.3,5.69
1743,Patrickland Park,8,83.0,1.58
1744,Taylormouth Gardens,2,115.4,1.47
1745,Lake Michael Park,4,32.6,2.56
1746,Maryshire Estates,4,43.6,1.7
1747,Lake Alison Bay,8,51.1,7.5
1748,Hunterbury Park,7,37.6,3.24
1749,Skinnerton Village,10,64.8,6.72
1750,Port Emily Village,8,28.0,9.75
1751,South James Gardens,7,36.8,4.97
1752,Lake Edwardview Estates,10,93.5,7.84
1753,Starkton Ridge,8,22.0,4.43
1754,West Shawnberg Ridge,2,95.9,9.29
1755,Samanthastad Estates,9,35.3,7.54
1756,Elizabethstad Village,7,66.4,5.08
1757,East Omarfort Gardens,9,80.6,1.65
1758,New Heatherview Park,8,39.6,9.25
1759,East Johnhaven Heights,1,106.2,7.57
1760,Lake John Village,8,60.5,4.74
1761,Port Curtis Gardens,6,58.4,3.77
1762,Christopherland Estates,2,60.9,1.35
1763,South Danielstad Heights,7,113.2,2.46
1764,Darrellside Ridge,7,115.7,7.94
1765,Stephensonhaven Ridge,6,71.0,5.4
1766,South Cameronmouth Bay,6,89.6,6.86
1767,Harrisville Gardens,4,44.2,1.31
1768,New Jeremybury Ridge,6,83.1,7.09
1769,Lake Megan Bay,3,46.1,5.1
1770,Lake Christopher Bay,3,45.4,6.42
1771,East Rhondashire Bay,3,21.2,7.94
1772,Andrewton Bay,7,59.8,6.28
1773,Justinfurt Heights,9,111.0,8.88
1774,Thomasfort Park,7,45.3,3.72
1775,Gonzalezborough Estates,7,78.6,7.61
1776,West Daniel Ridge,2,30.9,6.15
1777,Hubbardville Ridge,6,101.4,3.42
1778,Esteshaven Park,7,89.9,1.06
1779,Diazfurt Park,8,20.2,1.63
1780,West Mistyfurt Bay,7,72.5,6.89
1781,Deborahville Bay,7,37.1,4.37
1782,South Samuelfort Bay,3,39.8,2.64
1783,Lake Trevorhaven Heights,8,76.7,2.91
1784,Jessicahaven Park,1,95.0,8.28
1785,Port Amandahaven Park,5,118.3,8.84
1786,Lake Brandon Gardens,10,30.9,6.73
1787,New Sydneyview Heights,5,28.6,2.12
1788,Port Annaton Heights,6,23.0,3.11
1789,Josephland Gardens,2,21.0,3.39
1790,Joshuaton Heights,10,98.9,1.38
1791,Jenniferview Park,9,99.2,4.38
1792,Johnnyview Estates,5,113.2,5.26
1793,North Deborah Village,10,62.9,4.34
1794,Port Caitlin Village,6,101.7,9.47
1795,Port Krystal Bay,7,57.8,1.52
1796,Michaelport Village,6,100.6,1.03
1797,South Tyler Ridge,7,92.5,8.99
1798,Loriport Park,1,80.2,8.82
1799,Port Kimberlyside Village,4,56.8,6.57
1800,West Andrew Bay,8,71.5,6.94
1801,Robertland Heights,6,21.7,4.24
1802,Matthewburgh Heights,6,87.8,3.1
1803,East Devon Gardens,7,93.9,8.15
1804,Lake William Village,7,113.9,9.47
1805,Leachbury Gardens,2,93.4,3.64
1806,New Michelleview Park,3,107.0,8.89
1807,New Trevor Ridge,9,23.2,5.48
1808,Bennettmouth Heights,5,103.2,9.97
1809,Brooksport Ridge,8,36.8,5.02
1810,South Danielle Heights,8,86.3,3.17
1811,Mayport Park,3,95.3,6.94
1812,Guerreroville Heights,2,63.5,7.44
1813,North Nancybury Park,6,110.3,7.9
1814,Michaelport Park,5,86.6,9.56
1815,West Dustinchester Bay,2,86.5,9.3
1816,New Christinaton Bay,8,29.0,7.23
1817,Palmerborough Ridge,4,113.2,7.9
1818,Julieshire Estates,2,84.4,4.39
1819,Michaelberg Bay,7,85.4,8.07
1820,Smithfort Ridge,7,100.8,3.01
1821,Leslieborough Heights,5,28.8,1.8
1822,West Michaelfort Bay,10,113.7,7.7
1823,Thompsonville Heights,10,56.8,8.68
1824,Aimeeport Gardens,10,93.7,3.8
1825,Angelicamouth Estates,9,39.0,4.49
1826,South Stacy Gardens,6,97.1,8.18
1827,South Angela Ridge,3,72.0,6.41
1828,Lopezburgh Park,2,59.5,5.84
1829,Chaneyview Gardens,6,34.5,9.49
1830,Port Brenda Ridge,4,70.0,5.1
1831,East Madison Estates,5,34.6,6.99
1832,Johnmouth Ridge,1,79.9,3.78
1833,Stevensonview Bay,2,47.3,8.63
1834,Flowersside Estates,8,83.1,2.94
1835,West Savannahfort Village,7,25.9,8.29
1836,Webbborough Park,4,104.8,9.41
1837,Isaacton Park,1,112.3,7.98
1838,Savannahchester Ridge,8,92.7,3.69
1839,Maystad Ridge,3,119.1,5.93
1840,Lake Kayla Village,7,87.8,9.91
1841,Melissastad Ridge,7,59.1,5.75
1842,East Jesseshire Village,5,89.6,2.76
1843,Raymondside Ridge,9,59.4,2.18
1844,Morganview Ridge,10,106.6,1.49
1845,Lake Anthony Bay,5,65.8,2.47
1846,Newtonbury Park,8,89.6,3.62
1847,North Christopherbury Park,4,41.8,7.74
1848,South Mark Bay,1,56.2,8.71
1849,South Michaelland Heights,3,57.7,9.84
1850,Nelsonville Bay,3,112.6,1.86
1851,Jenniferland Gardens,3,114.5,2.06
1852,West Cynthiaside Estates,6,79.3,9.73
1853,Vasquezchester Bay,7,44.5,2.07
1854,Parktown Gardens,8,50.3,6.37
1855,Richardland Park,7,97.6,9.92
1856,Kristenland Bay,2,97.8,8.78
1857,New Danielland Bay,7,47.5,6.88
1858,Kathyburgh Village,1,32.0,1.74
1859,Samanthahaven Gardens,9,42.5,6.28
1860,West James Estates,8,47.4,7.71
1861,Dickersonborough Ridge,10,38.1,5.36
1862,Rogersmouth Bay,7,49.8,2.13
1863,Bergermouth Village,2,91.4,8.76
1864,Teresabury Estates,3,60.5,7.31
1865,Lake Blake Gardens,9,101.7,8.05
1866,Port Gerald Estates,8,26.4,8.53
1867,Sullivanberg Estates,2,95.4,2.87
1868,Richardfurt Bay,2,38.1,6.39
1869,Lake Loribury Park,1,75.5,8.2
1870,Kendratown Heights,1,32.9,2.86
