inspection_id,property_id,buyer_id,date,feedback
1354,2129,1360,2022-11-22,Structural issues
1355,636,1797,2024-02-19,Good condition
1356,1058,915,2024-03-31,Move-in ready
1357,1703,2349,2024-10-05,Excellent
1358,1927,1036,2022-08-01,Structural issues
1359,842,2605,2024-06-18,Excellent
1360,1966,1600,2024-01-31,Move-in ready
1361,2117,2185,2023-09-07,Structural issues
1362,870,2930,2022-09-17,Structural issues
1363,1712,334,2022-09-02,Minor issues
1364,2589,372,2024-10-05,Move-in ready
1365,2157,2726,2023-11-06,Minor issues
1366,1882,1570,2023-10-19,Excellent
1367,2979,1296,2024-06-27,Structural issues
1368,2761,229,2024-05-21,Structural issues
1369,1200,775,2024-07-03,Good condition
1370,2533,1697,2023-04-26,Move-in ready
1371,1303,666,2023-04-01,Move-in ready
1372,276,2844,2022-12-22,Minor issues
1373,2312,149,2024-09-01,Move-in ready
1374,114,1316,2025-01-20,Needs renovation
1375,2717,266,2022-07-27,Needs renovation
1376,1720,82,2023-09-12,Excellent
1377,1305,2855,2023-06-14,Minor issues
1378,1226,255,2022-10-15,Needs renovation
1379,2574,2178,2023-10-25,Excellent
1380,1377,2545,2023-06-23,Excellent
1381,2203,1810,2025-02-12,Minor issues
1382,2348,1315,2022-07-12,Excellent
1383,2316,386,2025-04-17,Move-in ready
1384,699,1703,2023-12-05,Structural issues
1385,371,931,2023-07-19,Good condition
1386,2032,2124,2024-04-29,Needs renovation
1387,1848,859,2024-02-16,Good condition
1388,2131,2847,2024-08-13,Move-in ready
1389,991,1428,2022-12-31,Structural issues
1390,1258,447,2024-10-04,Needs renovation
1391,967,1072,2024-01-26,Excellent
1392,2388,2937,2024-03-02,Needs renovation
1393,827,723,2023-09-19,Excellent
1394,2839,2115,2023-02-01,Good condition
1395,742,1184,2022-12-02,Excellent
1396,1308,2048,2025-01-27,Good condition
1397,417,1570,2022-07-09,Needs renovation
1398,2865,1906,2023-08-14,Excellent
1399,851,1364,2024-02-20,Good condition
1400,1160,2446,2024-05-11,Needs renovation
1401,2107,1687,2025-01-07,Needs renovation
1402,549,2031,2024-06-09,Move-in ready
1403,225,631,2025-01-20,Needs renovation
1404,409,1904,2022-09-07,Excellent
1405,2597,137,2023-01-08,Needs renovation
1406,2150,305,2024-12-06,Good condition
1407,1558,12,2022-07-19,Move-in ready
1408,1985,1589,2024-05-28,Needs renovation
1409,1216,1122,2025-02-13,Needs renovation
1410,851,1147,2024-02-19,Move-in ready
1411,1701,9,2024-10-01,Needs renovation
1412,2661,1538,2023-12-29,Needs renovation
1413,1007,2968,2023-07-08,Excellent
1414,1631,1138,2023-02-12,Good condition
1415,2910,1653,2022-09-20,Move-in ready
1416,735,2427,2023-02-27,Structural issues
1417,2720,2029,2022-11-19,Good condition
1418,701,1355,2023-10-13,Needs renovation
1419,388,1475,2024-12-30,Move-in ready
1420,2958,362,2024-06-25,Excellent
1421,2778,2621,2024-11-02,Move-in ready
1422,933,1438,2024-10-24,Good condition
1423,1945,536,2023-06-22,Move-in ready
1424,811,2739,2022-10-09,Minor issues
1425,2079,1499,2023-04-29,Good condition
1426,1079,2991,2024-08-20,Move-in ready
1427,2700,1278,2023-12-02,Structural issues
1428,1490,695,2022-12-07,Minor issues
1429,211,2595,2024-10-27,Needs renovation
1430,2960,1007,2022-08-14,Excellent
1431,1177,2684,2023-05-18,Minor issues
1432,630,691,2022-09-07,Excellent
1433,146,1309,2024-02-22,Move-in ready
1434,1476,972,2022-08-18,Good condition
1435,1662,315,2022-11-20,Good condition
1436,925,2511,2024-04-01,Good condition
1437,18,1091,2023-03-13,Excellent
1438,2688,2175,2024-04-04,Structural issues
1439,554,1939,2024-05-01,Excellent
1440,2600,677,2024-02-25,Needs renovation
1441,1098,211,2024-10-23,Structural issues
1442,2015,147,2023-12-20,Excellent
1443,1716,2304,2024-06-29,Move-in ready
1444,924,897,2025-06-03,Excellent
1445,1500,1466,2023-06-09,Minor issues
1446,983,2086,2024-02-07,Excellent
1447,2417,2273,2022-12-27,Good condition
1448,2154,631,2023-07-11,Structural issues
1449,1068,860,2022-12-20,Structural issues
1450,2310,1798,2023-01-10,Excellent
1451,2171,1596,2024-09-03,Structural issues
1452,2296,174,2023-11-17,Good condition
1453,1415,2936,2025-05-15,Excellent
1454,2001,2915,2022-08-13,Needs renovation
1455,830,2149,2024-02-17,Good condition
1456,1888,2555,2022-07-26,Move-in ready
1457,516,1664,2023-02-06,Move-in ready
1458,1591,4,2023-05-31,Structural issues
1459,2760,1184,2025-01-22,Good condition
1460,1246,1032,2023-06-04,Minor issues
1461,1517,108,2025-04-11,Good condition
1462,1864,1289,2024-05-02,Good condition
1463,1365,1690,2024-03-21,Move-in ready
1464,1605,1422,2024-02-17,Excellent
1465,2113,2439,2025-05-31,Structural issues
1466,2597,160,2025-04-28,Move-in ready
1467,1630,1324,2022-06-21,Structural issues
1468,1626,2420,2024-01-22,Minor issues
1469,2916,2919,2024-06-05,Needs renovation
1470,671,828,2022-10-13,Needs renovation
1471,1186,745,2023-06-14,Good condition
1472,1033,984,2024-11-16,Good condition
1473,251,1636,2022-12-01,Needs renovation
1474,2828,263,2022-06-25,Structural issues
1475,431,153,2023-12-04,Minor issues
1476,2309,1923,2025-01-30,Good condition
1477,1009,1564,2025-01-15,Needs renovation
1478,1393,2424,2023-11-20,Good condition
1479,2752,373,2024-09-21,Excellent
1480,2944,603,2024-02-06,Good condition
1481,631,2243,2024-06-03,Minor issues
1482,446,548,2023-10-28,Needs renovation
1483,886,647,2022-06-29,Structural issues
1484,1685,2783,2025-06-09,Good condition
1485,1105,9,2025-05-14,Move-in ready
1486,540,2606,2023-02-19,Excellent
1487,1352,1221,2025-02-18,Needs renovation
1488,597,1071,2025-02-18,Move-in ready
1489,2436,640,2024-07-07,Needs renovation
1490,1177,983,2023-09-03,Good condition
1491,609,948,2023-05-17,Move-in ready
1492,539,2878,2023-09-23,Good condition
1493,62,112,2025-04-09,Good condition
1494,782,531,2024-12-20,Minor issues
1495,2157,2473,2023-08-09,Needs renovation
1496,2231,2701,2024-02-16,Move-in ready
1497,660,1085,2024-07-14,Move-in ready
1498,966,1364,2022-11-04,Good condition
1499,2625,2401,2024-09-02,Minor issues
1500,2324,393,2023-09-24,Move-in ready
1501,956,1375,2022-08-22,Needs renovation
1502,663,2475,2023-01-26,Excellent
1503,1560,478,2024-03-29,Move-in ready
1504,1986,1683,2024-04-24,Needs renovation
1505,2411,1150,2025-01-24,Move-in ready
1506,2853,2128,2025-04-29,Excellent
1507,1671,2000,2024-11-18,Minor issues
1508,1171,230,2024-08-08,Structural issues
1509,2442,1861,2023-05-03,Minor issues
1510,2376,1487,2025-02-06,Needs renovation
1511,1540,284,2024-10-02,Excellent
1512,15,2261,2025-04-19,Needs renovation
1513,2,2630,2024-01-01,Minor issues
1514,163,2448,2022-09-04,Good condition
1515,1607,1008,2023-09-01,Needs renovation
1516,1544,225,2023-05-02,Needs renovation
1517,1988,769,2025-05-27,Good condition
1518,2955,1370,2023-11-14,Minor issues
1519,1925,2966,2024-07-02,Needs renovation
1520,1727,283,2025-01-31,Minor issues
1521,811,1759,2023-05-08,Needs renovation
1522,2408,597,2025-02-28,Excellent
1523,1316,2451,2023-07-25,Move-in ready
1524,2234,2344,2024-05-13,Minor issues
1525,2899,1846,2024-01-08,Minor issues
1526,801,2228,2023-02-28,Move-in ready
1527,747,2832,2023-08-28,Excellent
1528,796,2059,2022-07-27,Needs renovation
1529,263,1145,2023-01-03,Minor issues
1530,681,2434,2022-11-20,Needs renovation
1531,679,763,2022-12-11,Needs renovation
1532,2172,914,2023-08-29,Needs renovation
1533,2139,2953,2024-10-05,Good condition
1534,807,2049,2024-03-06,Excellent
1535,724,2957,2025-05-01,Needs renovation
1536,891,1384,2023-01-13,Structural issues
1537,115,1577,2022-09-28,Needs renovation
1538,1988,2792,2022-12-18,Good condition
1539,2380,2890,2024-08-26,Excellent
1540,174,2946,2023-11-03,Move-in ready
1541,393,1139,2023-02-16,Excellent
1542,305,704,2024-09-15,Excellent
1543,1387,658,2023-06-20,Needs renovation
1544,2418,635,2025-02-16,Excellent
1545,1515,1589,2022-12-11,Minor issues
1546,2767,108,2022-11-08,Structural issues
1547,2726,2643,2024-12-13,Structural issues
1548,904,2357,2024-01-14,Move-in ready
1549,929,2857,2024-01-11,Move-in ready
1550,1428,142,2022-06-17,Excellent
1551,1700,641,2025-01-24,Move-in ready
1552,2514,2833,2022-10-27,Needs renovation
1553,806,2633,2024-02-07,Minor issues
1554,1141,463,2024-03-08,Excellent
1555,806,1401,2025-01-11,Structural issues
1556,2980,960,2025-05-17,Needs renovation
1557,2932,2140,2023-03-28,Minor issues
1558,2083,2638,2022-11-16,Structural issues
1559,1496,2557,2024-07-31,Good condition
1560,2996,2497,2023-11-11,Good condition
1561,1395,993,2024-11-05,Good condition
1562,2373,2618,2023-10-20,Move-in ready
1563,1098,1394,2024-02-26,Structural issues
1564,1976,1481,2024-02-25,Structural issues
1565,1416,243,2023-08-05,Structural issues
1566,2865,759,2024-07-13,Excellent
1567,1954,529,2022-10-03,Needs renovation
1568,746,2860,2025-02-26,Move-in ready
1569,783,58,2023-08-07,Good condition
1570,1975,19,2024-05-16,Structural issues
1571,1726,287,2024-12-13,Structural issues
1572,1785,2470,2024-07-22,Excellent
1573,2061,1221,2024-06-06,Minor issues
1574,2791,1870,2023-07-02,Excellent
1575,1911,2946,2023-08-31,Move-in ready
1576,1434,689,2024-08-07,Move-in ready
1577,2539,402,2025-04-04,Excellent
1578,2244,1023,2024-01-01,Move-in ready
1579,1503,2648,2023-07-22,Minor issues
1580,1488,170,2023-09-02,Structural issues
1581,2614,1561,2024-10-24,Structural issues
1582,559,2723,2023-04-22,Needs renovation
1583,1877,2706,2024-10-10,Good condition
1584,708,1364,2024-12-17,Needs renovation
1585,2775,2799,2023-12-24,Excellent
1586,2602,2737,2023-12-15,Move-in ready
1587,1083,2564,2022-10-13,Good condition
1588,453,2736,2023-12-29,Good condition
1589,1508,1455,2023-06-19,Move-in ready
1590,1682,729,2023-01-16,Move-in ready
1591,1243,294,2024-05-27,Needs renovation
1592,1732,2703,2024-01-23,Minor issues
1593,1826,1724,2024-09-13,Move-in ready
1594,2079,108,2025-05-02,Move-in ready
1595,2334,1087,2025-03-05,Good condition
1596,1283,2329,2025-02-26,Minor issues
1597,1238,1982,2023-10-30,Good condition
1598,1018,821,2024-07-05,Minor issues
1599,1093,699,2023-03-18,Excellent
1600,1331,814,2024-10-19,Move-in ready
1601,639,97,2025-06-11,Minor issues
1602,1312,1109,2024-10-16,Move-in ready
1603,922,575,2023-04-13,Minor issues
1604,2597,276,2023-04-26,Excellent
1605,904,1223,2025-06-13,Good condition
1606,2849,2727,2023-08-12,Needs renovation
1607,1960,292,2025-01-16,Excellent
1608,612,2914,2024-09-05,Excellent
1609,779,491,2022-09-12,Good condition
1610,2494,267,2023-03-15,Excellent
1611,2769,1685,2022-08-03,Structural issues
1612,1014,2665,2023-08-29,Good condition
1613,2536,1496,2023-12-14,Needs renovation
1614,2977,320,2024-05-14,Move-in ready
1615,764,670,2024-03-09,Excellent
1616,670,1646,2023-05-15,Excellent
1617,2403,1820,2023-08-06,Excellent
1618,1795,2249,2024-09-27,Minor issues
1619,253,1782,2022-07-16,Minor issues
1620,2665,2565,2023-06-23,Move-in ready
1621,1562,1190,2023-10-29,Excellent
1622,669,2074,2024-12-27,Minor issues
1623,2570,954,2022-09-25,Good condition
1624,1912,2700,2023-04-19,Move-in ready
1625,123,1885,2024-07-10,Structural issues
1626,325,163,2023-06-04,Move-in ready
1627,284,151,2023-12-11,Good condition
1628,554,1206,2025-03-13,Excellent
1629,2146,38,2022-12-16,Excellent
1630,1605,2483,2025-02-03,Move-in ready
1631,1218,528,2024-02-20,Good condition
1632,461,2086,2023-12-03,Minor issues
1633,1260,2935,2024-05-08,Structural issues
1634,2675,81,2023-09-14,Good condition
1635,1145,1050,2023-08-20,Structural issues
1636,285,224,2023-06-23,Move-in ready
1637,2962,253,2023-01-23,Minor issues
1638,695,2862,2023-04-05,Needs renovation
1639,2817,293,2024-03-12,Move-in ready
1640,1202,2335,2023-10-01,Needs renovation
1641,127,1161,2022-10-15,Structural issues
1642,2462,852,2023-12-13,Good condition
1643,2921,1697,2024-02-11,Excellent
1644,232,1086,2023-02-11,Good condition
1645,533,301,2024-10-16,Good condition
1646,1878,165,2024-10-10,Move-in ready
1647,1125,2806,2023-10-07,Needs renovation
1648,308,120,2024-10-21,Excellent
1649,1518,39,2024-11-20,Needs renovation
1650,362,1493,2023-08-02,Move-in ready
1651,2139,2104,2025-03-09,Minor issues
1652,2252,1297,2025-02-26,Good condition
1653,1586,1701,2024-10-05,Good condition
1654,1764,1823,2024-03-02,Excellent
1655,2653,475,2023-10-18,Excellent
1656,476,1085,2024-11-01,Structural issues
1657,934,1416,2024-12-31,Good condition
1658,1361,1652,2024-06-12,Good condition
1659,2322,1439,2023-02-15,Good condition
1660,1089,2947,2024-04-09,Needs renovation
1661,1876,1943,2022-06-25,Good condition
1662,2807,640,2024-03-21,Good condition
1663,1404,944,2024-05-04,Structural issues
1664,1591,471,2023-11-20,Good condition
1665,1372,501,2022-06-17,Good condition
1666,325,2906,2024-09-11,Minor issues
1667,714,2970,2022-08-26,Minor issues
1668,395,1049,2022-08-13,Needs renovation
1669,1515,2525,2023-11-13,Needs renovation
1670,1079,459,2025-01-14,Good condition
1671,1610,431,2023-12-31,Move-in ready
1672,1728,1334,2023-09-18,Good condition
1673,2588,1044,2023-09-24,Move-in ready
1674,2044,766,2022-07-24,Excellent
1675,1425,883,2023-03-24,Good condition
1676,2863,148,2025-01-24,Minor issues
1677,820,2045,2024-07-26,Good condition
1678,766,597,2025-04-10,Good condition
1679,1797,595,2025-03-16,Excellent
1680,131,2236,2025-03-05,Move-in ready
1681,1255,1315,2023-10-26,Move-in ready
1682,725,1232,2024-09-01,Good condition
1683,2248,2120,2022-12-12,Minor issues
1684,2946,142,2025-05-03,Move-in ready
1685,2498,1756,2024-05-27,Move-in ready
1686,2429,526,2022-08-08,Excellent
1687,944,962,2022-10-29,Minor issues
1688,160,407,2023-03-20,Move-in ready
1689,62,2386,2024-12-09,Move-in ready
1690,2683,2512,2024-06-12,Structural issues
1691,974,305,2025-06-06,Structural issues
1692,403,2889,2024-02-08,Excellent
1693,242,106,2024-12-14,Structural issues
1694,2504,2798,2022-08-18,Structural issues
1695,469,675,2024-06-03,Move-in ready
1696,2558,1851,2025-02-12,Move-in ready
1697,454,2406,2024-04-20,Needs renovation
1698,2711,2871,2024-06-01,Move-in ready
1699,757,2115,2025-03-27,Structural issues
1700,1833,1253,2025-04-15,Move-in ready
1701,315,1374,2023-02-09,Move-in ready
1702,2422,1053,2024-12-16,Structural issues
1703,615,1458,2023-09-21,Excellent
1704,2605,786,2025-05-29,Excellent
1705,2899,1355,2024-06-20,Good condition
1706,609,1660,2024-07-23,Minor issues
1707,1068,2641,2025-04-22,Needs renovation
1708,1963,995,2024-12-30,Structural issues
1709,2908,1776,2023-04-24,Move-in ready
1710,2439,1613,2022-12-01,Minor issues
1711,1141,2248,2025-04-21,Good condition
1712,341,154,2024-08-14,Excellent
1713,288,701,2023-07-04,Structural issues
1714,2624,2989,2023-08-07,Needs renovation
1715,2863,1919,2023-03-21,Needs renovation
1716,1111,775,2022-08-12,Good condition
1717,1746,2019,2023-05-28,Minor issues
1718,2039,2530,2023-09-02,Structural issues
1719,957,2717,2025-03-08,Minor issues
1720,1866,1880,2024-08-26,Structural issues
1721,273,48,2023-07-30,Minor issues
1722,13,2092,2022-07-10,Move-in ready
1723,552,1030,2023-05-08,Good condition
1724,2062,2498,2024-12-13,Needs renovation
1725,2593,1469,2023-01-09,Good condition
1726,2933,2846,2023-10-27,Needs renovation
1727,783,398,2024-12-26,Excellent
1728,1862,2361,2024-05-08,Needs renovation
1729,225,2302,2024-07-25,Needs renovation
1730,2752,1020,2024-06-03,Minor issues
1731,1579,344,2023-08-30,Move-in ready
1732,1587,2634,2023-11-20,Needs renovation
1733,67,338,2024-03-27,Minor issues
1734,619,2416,2023-03-26,Excellent
1735,480,2783,2022-12-11,Needs renovation
1736,1563,2640,2022-08-08,Minor issues
1737,238,2794,2024-06-28,Structural issues
1738,1715,2403,2024-09-26,Minor issues
1739,453,359,2024-02-12,Good condition
1740,2272,1110,2023-03-30,Good condition
1741,2759,981,2023-02-27,Structural issues
1742,111,2327,2023-10-16,Needs renovation
1743,2697,2684,2022-07-31,Move-in ready
1744,1956,1602,2024-06-05,Minor issues
1745,887,1688,2025-01-30,Good condition
1746,2166,1710,2023-05-31,Needs renovation
1747,847,896,2024-03-28,Structural issues
1748,2440,2655,2024-06-02,Excellent
1749,181,1603,2023-03-27,Minor issues
1750,2877,1657,2022-10-31,Move-in ready
1751,2021,1754,2024-06-04,Good condition
1752,2933,1395,2023-01-21,Excellent
1753,82,2156,2025-06-14,Move-in ready
1754,109,2657,2024-06-04,Good condition
1755,1392,200,2024-11-29,Move-in ready
1756,2493,219,2023-06-29,Structural issues
1757,894,177,2022-11-11,Minor issues
1758,2564,2548,2024-01-25,Needs renovation
1759,1478,197,2023-02-08,Move-in ready
1760,2907,2419,2023-01-02,Structural issues
1761,147,1440,2024-03-28,Excellent
1762,1766,1209,2024-08-23,Excellent
1763,319,2397,2022-10-30,Structural issues
1764,1180,277,2022-08-17,Needs renovation
1765,1071,866,2023-12-26,Minor issues
1766,270,1608,2023-08-09,Good condition
1767,1523,53,2024-12-07,Move-in ready
1768,738,2443,2024-09-18,Move-in ready
1769,2394,2499,2024-02-15,Good condition
1770,1804,1635,2023-03-20,Good condition
1771,2381,482,2024-09-07,Move-in ready
1772,2068,449,2022-12-07,Move-in ready
1773,1272,2504,2024-02-14,Structural issues
1774,863,1692,2023-11-05,Minor issues
1775,2138,1080,2025-03-04,Structural issues
1776,59,971,2023-10-24,Needs renovation
1777,384,1843,2022-09-06,Minor issues
1778,1144,2309,2025-04-19,Move-in ready
1779,384,488,2023-04-22,Minor issues
1780,1784,1798,2023-07-07,Excellent
1781,1522,96,2024-10-18,Move-in ready
1782,2736,167,2024-12-10,Excellent
1783,772,2023,2023-10-29,Excellent
1784,2629,816,2023-07-04,Move-in ready
1785,431,1362,2024-10-02,Minor issues
1786,1452,2641,2023-10-14,Move-in ready
1787,542,727,2022-09-29,Structural issues
1788,1320,215,2023-11-01,Move-in ready
1789,2206,1015,2024-09-11,Structural issues
1790,1613,147,2022-11-27,Needs renovation
1791,2389,242,2024-06-11,Needs renovation
1792,1739,2031,2023-04-17,Excellent
1793,2275,1759,2022-10-27,Minor issues
1794,1475,1621,2024-01-30,Minor issues
1795,1505,834,2025-05-14,Excellent
1796,308,1293,2023-02-18,Needs renovation
1797,1060,2710,2023-12-13,Move-in ready
1798,2023,1166,2022-09-27,Needs renovation
1799,2452,560,2023-10-03,Minor issues
1800,5,2123,2022-12-07,Good condition
1801,700,233,2023-04-19,Minor issues
1802,2236,184,2024-12-28,Move-in ready
1803,106,850,2022-11-09,Minor issues
1804,2211,365,2023-12-23,Good condition
1805,474,13,2024-07-12,Needs renovation
1806,2597,587,2023-09-20,Good condition
1807,2060,624,2022-12-04,Needs renovation
1808,1054,397,2022-12-02,Minor issues
1809,40,2447,2022-06-19,Move-in ready
1810,2518,101,2022-10-08,Structural issues
1811,1901,1424,2024-09-27,Minor issues
1812,2885,2131,2025-01-16,Structural issues
1813,1449,467,2022-08-24,Minor issues
1814,1633,346,2023-08-24,Structural issues
1815,76,2043,2024-07-31,Minor issues
1816,1068,1280,2022-07-17,Excellent
1817,2455,197,2023-08-15,Excellent
1818,915,2417,2023-04-05,Excellent
1819,2751,2893,2023-09-09,Minor issues
1820,2939,307,2025-03-16,Minor issues
1821,2650,579,2023-07-01,Needs renovation
1822,2825,692,2022-07-29,Minor issues
1823,2826,1819,2025-05-25,Needs renovation
1824,1768,429,2023-09-09,Good condition
1825,1395,1101,2024-12-22,Move-in ready
1826,155,694,2024-07-03,Move-in ready
1827,1563,80,2025-06-10,Move-in ready
1828,738,2144,2023-02-14,Move-in ready
1829,1239,1689,2023-10-30,Excellent
1830,2954,1357,2024-09-05,Structural issues
1831,583,373,2024-05-17,Move-in ready
1832,2173,2408,2022-12-27,Excellent
1833,1570,2216,2023-05-01,Structural issues
1834,1642,1025,2023-01-24,Structural issues
1835,2360,890,2023-01-13,Needs renovation
1836,2739,2397,2024-05-21,Minor issues
1837,1125,1443,2025-03-12,Needs renovation
1838,2485,260,2022-08-18,Structural issues
1839,175,722,2025-01-28,Needs renovation
1840,2217,1205,2023-03-15,Structural issues
1841,1806,1682,2025-02-20,Good condition
1842,2618,1245,2024-07-11,Excellent
1843,1045,917,2023-06-08,Move-in ready
1844,2934,920,2023-10-25,Move-in ready
1845,2769,1808,2024-11-27,Needs renovation
1846,1548,2639,2024-11-06,Move-in ready
1847,152,2542,2023-06-04,Good condition
1848,2098,1349,2022-12-28,Minor issues
1849,1391,913,2023-08-03,Move-in ready
1850,1917,2470,2024-05-24,Excellent
1851,1814,1608,2025-06-02,Needs renovation
1852,429,2166,2025-05-26,Move-in ready
1853,893,2679,2022-11-17,Excellent
1854,737,2911,2023-05-21,Structural issues
1855,66,54,2025-01-05,Needs renovation
1856,1170,2432,2023-11-22,Needs renovation
1857,2631,1996,2024-10-29,Structural issues
1858,1401,644,2025-05-21,Needs renovation
1859,1210,1637,2025-01-26,Move-in ready
1860,2698,322,2023-10-09,Excellent
1861,285,654,2024-09-17,Good condition
1862,1747,2015,2024-02-27,Minor issues
1863,19,2143,2025-03-14,Structural issues
1864,1675,182,2022-07-17,Good condition
1865,81,1549,2023-03-03,Minor issues
1866,1300,2072,2022-12-03,Structural issues
1867,1826,2057,2025-02-09,Move-in ready
1868,656,2891,2023-06-01,Excellent
1869,531,1514,2022-08-13,Minor issues
1870,1477,2263,2025-01-29,Needs renovation
1871,2362,896,2025-02-24,Structural issues
1872,1351,1027,2022-12-17,Move-in ready
1873,2616,171,2023-10-23,Move-in ready
1874,2700,1232,2023-04-24,Move-in ready
1875,1207,2565,2023-04-04,Excellent
1876,73,2824,2025-02-17,Needs renovation
1877,2353,2255,2025-04-18,Minor issues
1878,794,2159,2023-05-06,Needs renovation
1879,1040,1545,2024-02-08,Minor issues
1880,2469,93,2022-09-02,Structural issues
1881,491,1055,2024-06-13,Excellent
1882,2487,2176,2025-01-28,Minor issues
1883,179,563,2023-07-19,Structural issues
1884,2913,1657,2022-11-22,Excellent
1885,923,751,2025-05-02,Move-in ready
1886,2277,2907,2024-04-28,Needs renovation
1887,315,1412,2023-08-10,Move-in ready
1888,825,91,2025-01-13,Minor issues
1889,69,1910,2023-05-01,Structural issues
1890,428,2532,2025-06-04,Good condition
1891,1194,2890,2023-01-14,Structural issues
1892,2851,2033,2023-11-05,Structural issues
1893,1741,94,2022-07-30,Good condition
1894,1471,255,2025-05-10,Structural issues
1895,2912,2611,2025-06-04,Needs renovation
1896,978,1136,2025-03-04,Excellent
1897,289,735,2023-07-08,Structural issues
1898,2162,611,2023-07-21,Structural issues
1899,2645,1031,2023-04-12,Excellent
1900,1120,357,2022-10-11,Structural issues
1901,855,817,2025-04-18,Minor issues
1902,2295,2134,2023-03-06,Good condition
1903,1247,2665,2024-03-14,Minor issues
1904,2902,1260,2023-05-23,Needs renovation
1905,1434,97,2024-01-04,Minor issues
1906,1264,911,2023-02-22,Structural issues
1907,545,188,2023-10-06,Needs renovation
1908,2437,1457,2023-09-18,Move-in ready
1909,244,2664,2023-03-18,Move-in ready
1910,228,1816,2022-11-07,Structural issues
1911,1753,1832,2024-06-16,Minor issues
1912,1364,1369,2022-07-08,Good condition
1913,142,1315,2025-02-01,Needs renovation
1914,1306,1984,2025-04-27,Move-in ready
1915,2590,1572,2023-08-15,Move-in ready
1916,245,2672,2023-09-19,Needs renovation
1917,1608,1853,2024-01-06,Needs renovation
1918,890,1594,2022-07-04,Good condition
1919,1103,741,2022-12-06,Excellent
1920,1933,1151,2024-09-29,Good condition
1921,1460,382,2024-01-02,Minor issues
1922,918,614,2023-06-18,Structural issues
1923,1295,1789,2025-05-28,Minor issues
1924,2904,264,2023-01-02,Move-in ready
1925,1128,2083,2022-10-21,Move-in ready
1926,641,2865,2025-05-08,Excellent
1927,2673,992,2022-08-04,Minor issues
1928,1236,2236,2024-10-09,Excellent
1929,308,1818,2023-11-18,Structural issues
1930,664,2849,2023-04-03,Minor issues
1931,2791,1482,2023-07-31,Move-in ready
1932,2030,1942,2023-04-30,Needs renovation
1933,247,1585,2023-03-06,Good condition
1934,1067,1602,2023-05-01,Good condition
1935,328,2018,2023-12-18,Move-in ready
1936,1045,353,2023-01-26,Structural issues
1937,1548,1256,2024-02-14,Good condition
1938,2973,247,2022-12-25,Good condition
1939,2984,2410,2023-04-23,Needs renovation
1940,1342,1689,2023-01-30,Move-in ready
1941,2093,829,2023-07-02,Move-in ready
1942,1352,2460,2022-08-09,Move-in ready
1943,1748,518,2024-09-22,Minor issues
1944,2132,1022,2024-07-22,Move-in ready
1945,2281,1941,2022-08-04,Minor issues
1946,1961,1567,2024-11-02,Excellent
1947,1068,1,2023-01-03,Needs renovation
1948,920,1220,2024-08-07,Minor issues
1949,498,1160,2024-06-30,Excellent
1950,469,792,2025-02-13,Minor issues
1951,1117,2699,2023-07-09,Good condition
1952,524,2178,2023-09-26,Move-in ready
1953,670,1713,2024-12-17,Excellent
1954,2642,1768,2023-04-13,Excellent
1955,741,2336,2024-07-26,Needs renovation
1956,2735,1542,2024-09-17,Minor issues
1957,1483,1592,2024-05-12,Needs renovation
1958,1861,1515,2023-03-20,Excellent
1959,1397,2762,2024-10-12,Excellent
1960,57,960,2025-04-29,Excellent
1961,2393,2597,2023-02-04,Structural issues
1962,2345,1011,2022-11-28,Structural issues
1963,1839,1480,2023-08-15,Structural issues
1964,1467,1349,2022-10-17,Needs renovation
1965,1636,2690,2025-05-13,Excellent
1966,2574,695,2025-03-04,Needs renovation
1967,2810,202,2022-10-01,Structural issues
1968,1074,1795,2022-12-27,Good condition
1969,1359,1053,2023-02-01,Excellent
1970,2028,1630,2023-12-27,Excellent
1971,2066,2903,2023-12-12,Move-in ready
1972,823,2500,2024-12-12,Move-in ready
1973,2900,46,2024-01-17,Good condition
1974,2303,2985,2025-02-17,Move-in ready
1975,1919,1578,2022-10-29,Move-in ready
1976,2485,674,2024-08-19,Minor issues
1977,256,1117,2022-11-30,Needs renovation
1978,2095,2213,2025-03-10,Excellent
1979,2961,602,2023-06-18,Structural issues
1980,1847,258,2024-12-14,Excellent
1981,2825,2121,2024-08-24,Needs renovation
1982,1112,2669,2025-03-24,Move-in ready
1983,1092,921,2024-09-04,Good condition
1984,539,2388,2024-09-29,Structural issues
1985,2823,2713,2024-11-05,Minor issues
1986,2937,984,2024-05-16,Structural issues
1987,1303,1273,2024-11-09,Excellent
1988,724,1149,2024-08-13,Good condition
1989,639,2521,2025-05-05,Excellent
1990,2194,31,2022-12-19,Excellent
1991,2863,1738,2023-10-19,Structural issues
1992,2152,1578,2024-03-09,Move-in ready
1993,2966,2572,2023-04-26,Structural issues
1994,2914,2286,2022-10-19,Move-in ready
1995,2547,192,2024-03-18,Structural issues
1996,2918,1849,2022-12-06,Minor issues
1997,817,1045,2023-08-24,Move-in ready
1998,714,1998,2023-01-04,Needs renovation
1999,1259,1799,2023-04-03,Minor issues
2000,425,457,2023-02-14,Excellent
2001,1825,2253,2025-03-04,Minor issues
2002,793,1968,2023-09-05,Structural issues
2003,349,1399,2024-11-27,Minor issues
2004,503,1654,2024-02-03,Needs renovation
2005,267,2003,2023-03-09,Needs renovation
2006,1549,1941,2023-06-28,Good condition
2007,961,2161,2025-04-05,Move-in ready
